player_id,player_name,game_id,game,team_id,stat,side,line,odds,over_odds,under_odds,bet_vendor,model_prob,model_prob_raw,model_prob_cal,cal_source,market_prob,raw_edge,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,min_ev_applied,cal_type,cal_applied,is_sparse,pmf,fair_odds_over,fair_odds_under,pmf_median,edge_over,edge_under,line_vs_median,mkt_true_over,mkt_true_under,result,profit,actual,clv,clv_proxy,clv_is_true,grade_date
1028025242,Devin Carter,18448018,Sacramento Kings @ Portland Trail Blazers,26,fg3m,UNDER,1.5,-110,-125,-110,betway,0.6462,0.7632,0.6462,global_side,0.4853,0.1609,0.2336,0.064,0.97,"{'0.1': 0.38, '0.2': 0.41, '0.25': 0.46, '0.5': 0.97, '0.75': 1.42, '0.8': 1.72, '0.9': 2.36}",0,2,0.0894,global,True,False,"{'0': 0.271, '1': 0.4925, '2': 0.2365}",323,-323,1,-0.2782,0.2782,0.5,0.5147,0.4853,NO_ACTION,0.0,,,,False,2026-04-12
38017649,Julian Champagnie,18448015,Denver Nuggets @ San Antonio Spurs,27,reb,UNDER,6.5,-120,-115,-120,betway,0.6642,0.7639,0.6642,global_side,0.5049,0.1594,0.2178,0.065,4.12,"{'0.1': 2.7, '0.2': 3.09, '0.25': 3.25, '0.5': 4.12, '0.75': 5.53, '0.8': 5.75, '0.9': 7.19}",0,2,0.0903,global,True,False,"{'3': 0.3215, '4': 0.246, '5': 0.1785, '6': 0.1065, '7': 0.1475}",578,-578,4,-0.3476,0.3476,2.5,0.4951,0.5049,NO_ACTION,0.0,,,,False,2026-04-12
62,Miles Bridges,18448008,Charlotte Hornets @ New York Knicks,4,reb,OVER,5.5,-110,-110,-125,betway,0.625,0.631,0.625,global_side,0.4853,0.1397,0.1932,0.053,5.01,"{'0.1': 3.22, '0.2': 4.08, '0.25': 4.2, '0.5': 5.01, '0.75': 6.22, '0.8': 6.43, '0.9': 7.32}",0,2,0.0894,global,True,False,"{'3': 0.132, '4': 0.2095, '5': 0.26, '6': 0.207, '7': 0.1915}",151,-151,5,-0.0868,0.0868,0.5,0.4853,0.5147,NO_ACTION,0.0,,,,False,2026-04-12
1057279760,Ben Saraf,18448010,Brooklyn Nets @ Toronto Raptors,3,ast,OVER,3.5,-110,-110,-125,betway,0.625,0.7445,0.625,global_side,0.4853,0.1397,0.1932,0.053,3.24,"{'0.1': 1.67, '0.2': 2.24, '0.25': 2.34, '0.5': 3.24, '0.75': 4.0, '0.8': 4.26, '0.9': 5.13}",0,2,0.0894,global,True,False,"{'2': 0.294, '3': 0.292, '4': 0.242, '5': 0.172}",142,-142,3,-0.0713,0.0713,0.5,0.4853,0.5147,NO_ACTION,0.0,,,,False,2026-04-12
283,Brook Lopez,18448017,Golden State Warriors @ LA Clippers,13,reb,OVER,5.5,-110,-110,-125,betway,0.625,0.6417,0.625,global_side,0.4853,0.1397,0.1932,0.049,5.07,"{'0.1': 3.32, '0.2': 3.96, '0.25': 4.22, '0.5': 5.07, '0.75': 6.49, '0.8': 6.81, '0.9': 7.54}",0,2,0.0894,global,True,False,"{'3': 0.127, '4': 0.205, '5': 0.2435, '6': 0.176, '7': 0.1435, '8': 0.105}",136,-136,5,-0.0608,0.0608,0.5,0.4853,0.5147,NO_ACTION,0.0,,,,False,2026-04-12
1057390745,Maxime Raynaud,18448018,Sacramento Kings @ Portland Trail Blazers,26,reb,OVER,8.5,-110,-110,-125,betway,0.625,0.7013,0.625,global_side,0.4853,0.1397,0.1932,0.053,8.85,"{'0.1': 5.89, '0.2': 6.8, '0.25': 7.28, '0.5': 8.85, '0.75': 10.1, '0.8': 10.54, '0.9': 10.78}",0,2,0.0894,global,True,False,"{'6': 0.1665, '7': 0.1175, '8': 0.1605, '9': 0.1865, '10': 0.1645, '11': 0.2045}",-125,125,9,0.0702,-0.0702,-0.5,0.4853,0.5147,NO_ACTION,0.0,,,,False,2026-04-12
17896117,Ethan Thompson,18448006,Detroit Pistons @ Indiana Pacers,12,fg3m,UNDER,1.5,105,-150,105,betway,0.5778,0.611,0.5778,global_side,0.4484,0.1293,0.1844,0.044,1.17,"{'0.1': 0.44, '0.2': 0.44, '0.25': 0.5, '0.5': 1.17, '0.75': 1.91, '0.8': 2.16, '0.9': 2.66}",0,2,0.0978,global,True,False,"{'0': 0.2475, '1': 0.3635, '2': 0.258, '3': 0.131}",157,-157,1,-0.1626,0.1626,0.5,0.5516,0.4484,NO_ACTION,0.0,,,,False,2026-04-12
3547244,Onyeka Okongwu,18448007,Atlanta Hawks @ Miami Heat,1,fg3m,UNDER,1.5,105,-150,105,betway,0.5778,0.6269,0.5778,global_side,0.4484,0.1293,0.1844,0.044,1.13,"{'0.1': 0.43, '0.2': 0.6, '0.25': 0.76, '0.5': 1.13, '0.75': 1.86, '0.8': 2.18, '0.9': 2.53}",0,2,0.0978,global,True,False,"{'0': 0.142, '1': 0.485, '2': 0.2655, '3': 0.1075}",168,-168,1,-0.1786,0.1786,0.5,0.5516,0.4484,NO_ACTION,0.0,,,,False,2026-04-12
161,De'Aaron Fox,18448015,Denver Nuggets @ San Antonio Spurs,27,reb,UNDER,3.5,105,-145,105,betway,0.5778,0.6035,0.5778,global_side,0.4518,0.126,0.1844,0.044,2.23,"{'0.1': 0.96, '0.2': 1.26, '0.25': 1.54, '0.5': 2.23, '0.75': 3.09, '0.8': 3.43, '0.9': 4.01}",0,2,0.0896,global,True,False,"{'1': 0.243, '2': 0.3345, '3': 0.2345, '4': 0.188}",432,-432,2,-0.3602,0.3602,1.5,0.5482,0.4518,NO_ACTION,0.0,,,,False,2026-04-12
1028025261,Stephon Castle,18448015,Denver Nuggets @ San Antonio Spurs,27,reb,UNDER,5.5,105,-150,105,betway,0.5778,0.6052,0.5778,global_side,0.4484,0.1293,0.1844,0.044,4.01,"{'0.1': 2.32, '0.2': 2.6, '0.25': 2.92, '0.5': 4.01, '0.75': 5.38, '0.8': 6.02, '0.9': 7.17}",0,3,0.0978,global,True,False,"{'2': 0.1645, '3': 0.2175, '4': 0.207, '5': 0.1705, '6': 0.083, '7': 0.1575}",316,-316,4,-0.3111,0.3111,1.5,0.5516,0.4484,NO_ACTION,0.0,,,,False,2026-04-12
3547287,Desmond Bane,18448004,Orlando Magic @ Boston Celtics,22,ast,OVER,3.5,-115,-115,-120,betway,0.625,0.6928,0.625,global_side,0.4951,0.1299,0.1685,0.045,3.06,"{'0.1': 1.77, '0.2': 2.05, '0.25': 2.15, '0.5': 3.06, '0.75': 4.04, '0.8': 4.12, '0.9': 4.66}",0,2,0.0903,global,True,False,"{'2': 0.3455, '3': 0.267, '4': 0.2585, '5': 0.129}",158,-158,3,-0.1076,0.1076,0.5,0.4951,0.5049,NO_ACTION,0.0,,,,False,2026-04-12
56677832,Jarace Walker,18448006,Detroit Pistons @ Indiana Pacers,12,pts,OVER,17.5,-115,-115,-115,betway,0.625,0.6583,0.625,global_side,0.5,0.125,0.1685,0.048,14.26,"{'0.1': 8.3, '0.2': 9.85, '0.25': 10.86, '0.5': 14.26, '0.75': 17.34, '0.8': 18.55, '0.9': 21.32}",0,2,0.0798,global,True,False,"{'8': 0.112, '9': 0.0645, '10': 0.055, '11': 0.065, '12': 0.0735, '13': 0.074, '14': 0.0755, '15': 0.081, '16': 0.0815, '17': 0.075, '18': 0.0415, '19': 0.036, '20': 0.0365, '21': 0.129}",312,-312,14,-0.257,0.257,3.5,0.5,0.5,NO_ACTION,0.0,,,,False,2026-04-12
380,Norman Powell,18448007,Atlanta Hawks @ Miami Heat,16,pts,OVER,15.5,-115,-115,-115,betway,0.625,0.6781,0.625,global_side,0.5,0.125,0.1685,0.048,12.77,"{'0.1': 7.69, '0.2': 8.94, '0.25': 9.04, '0.5': 12.77, '0.75': 15.07, '0.8': 16.68, '0.9': 18.9}",0,2,0.0798,global,True,False,"{'8': 0.164, '9': 0.1165, '10': 0.0675, '11': 0.067, '12': 0.067, '13': 0.098, '14': 0.1085, '15': 0.075, '16': 0.031, '17': 0.0425, '18': 0.0455, '19': 0.1175}",323,-323,13,-0.2635,0.2635,2.5,0.5,0.5,NO_ACTION,0.0,,,,False,2026-04-12
283,Brook Lopez,18448017,Golden State Warriors @ LA Clippers,13,blk,OVER,1.5,-115,-115,-125,betway,0.625,0.7197,0.625,global_side,0.4905,0.1345,0.1685,0.045,1.05,"{'0.1': 0.37, '0.2': 0.38, '0.25': 0.38, '0.5': 1.05, '0.75': 1.65, '0.8': 1.86, '0.9': 2.3}",0,2,0.1004,global,True,True,"{'0': 0.295, '1': 0.3935, '2': 0.3115}",221,-221,1,-0.179,0.179,0.5,0.4905,0.5095,NO_ACTION,0.0,,,,False,2026-04-12
1028246478,Daeqwon Plowden,18448018,Sacramento Kings @ Portland Trail Blazers,26,pts,OVER,15.5,-115,-115,-115,betway,0.625,0.6904,0.625,global_side,0.5,0.125,0.1685,0.048,13.25,"{'0.1': 7.28, '0.2': 9.01, '0.25': 9.13, '0.5': 13.25, '0.75': 15.52, '0.8': 16.61, '0.9': 19.98}",0,3,0.0798,global,True,False,"{'7': 0.112, '8': 0.058, '9': 0.1025, '10': 0.0605, '11': 0.0605, '12': 0.061, '13': 0.0725, '14': 0.1105, '15': 0.1105, '16': 0.0475, '17': 0.0315, '18': 0.0295, '19': 0.03, '20': 0.1135}",297,-297,13,-0.248,0.248,2.5,0.5,0.5,NO_ACTION,0.0,,,,False,2026-04-12
