stat,role_bucket,book,line,player_id,market_logloss,market_brier,market_no_vig_over_prob,actual_outcome,is_push
ast,core,hardrockbet,2.5,201,0.4996523231678655,0.1546521903800025,0.3932584269662921,2,False
ast,core,hardrockbet_az,2.5,201,0.4996523231678655,0.1546521903800025,0.3932584269662921,2,False
stl,core,bovada,0.5,201,0.5531011069142291,0.1804861378102439,0.5751633986928104,1,False
stl,core,draftkings,0.5,201,0.5845364375187557,0.1959264735244489,0.5573641750553295,1,False
stl,core,hardrockbet_fl,0.5,201,0.5785273394893223,0.1929638309663549,0.5607235142118863,1,False
stl,core,betparx,0.5,201,0.5064203302980743,0.1578878119380729,0.6026490066225165,1,False
stl,core,hardrockbet_az,0.5,201,0.5785273394893223,0.1929638309663549,0.5607235142118863,1,False
stl,core,hardrockbet,0.5,201,0.5785273394893223,0.1929638309663549,0.5607235142118863,1,False
blk,core,betmgm,0.5,201,0.5531011069142291,0.1804861378102439,0.5751633986928104,2,False
blk,core,bovada,0.5,201,0.507984712764387,0.1586373376445997,0.6017069701280228,2,False
blk,core,draftkings,0.5,201,0.5130029305472631,0.1610456732489281,0.5986950370990559,2,False
blk,core,betparx,0.5,201,0.5424443707102293,0.1752883041746429,0.5813255391421123,2,False
blk,core,hardrockbet_fl,0.5,201,0.51660598668149,0.1627785298441146,0.5965417867435159,2,False
blk,core,hardrockbet,0.5,201,0.51660598668149,0.1627785298441146,0.5965417867435159,2,False
blk,core,hardrockbet_az,0.5,201,0.51660598668149,0.1627785298441146,0.5965417867435159,2,False
stocks,core,draftkings,1.5,201,0.6555562066211367,0.2312136202523413,0.5191532258064516,3,False
stocks,core,betparx,1.5,201,0.6200690976722237,0.2135296928097184,0.5379072681704261,3,False
stocks,core,hardrockbet_fl,1.5,201,0.6374224587218452,0.2221677161928062,0.5286532951289399,3,False
stocks,core,hardrockbet,1.5,201,0.6374224587218452,0.2221677161928062,0.5286532951289399,3,False
stocks,core,hardrockbet_az,1.5,201,0.6374224587218452,0.2221677161928062,0.5286532951289399,3,False
pa,core,bovada,8.5,201,0.8953318808533115,0.3499053604656219,0.5915279878971256,4,False
pa,core,bovada,9.5,201,0.7135977910312362,0.260223901391598,0.5101214574898786,4,False
pa,core,bovada,10.5,201,0.5739095991925673,0.1906904902652504,0.4366812227074235,4,False
pa,core,betmgm,9.5,201,0.7096901550137025,0.258270741964291,0.5082034454470877,4,False
pa,core,fanduel,9.5,201,0.7219249618929755,0.2643850031535955,0.5141838223374939,4,False
pa,core,draftkings,9.5,201,0.7219249618929755,0.2643850031535955,0.5141838223374939,4,False
pa,core,fliff,9.5,201,0.7521613519970007,0.279474306450686,0.5286532951289399,4,False
pa,core,espnbet,9.5,201,0.7135977910312362,0.260223901391598,0.5101214574898786,4,False
pa,core,hardrockbet_az,9.5,201,0.7346038942382915,0.2707168440310238,0.5203045685279188,4,False
pa,core,hardrockbet_fl,9.5,201,0.7346038942382915,0.2707168440310238,0.5203045685279188,4,False
pa,core,hardrockbet,9.5,201,0.7346038942382915,0.2707168440310238,0.5203045685279188,4,False
pr,core,bovada,16.5,201,0.6533409301595255,0.2301077069751861,0.4796954314720812,4,False
pr,core,bovada,15.5,201,0.77825071039724,0.2924553405331333,0.5407914020517831,4,False
pr,core,bovada,14.5,201,0.9205672886414152,0.3620512779006453,0.6017069701280228,4,False
pr,core,betmgm,16.5,201,0.6768734284120744,0.2418638510701156,0.4917965545529122,4,False
pr,core,fanduel,23.5,201,0.1937859866846539,0.0310343901849714,0.1761658031088083,4,False
pr,core,fanduel,22.5,201,0.2270340245738516,0.0412521821547913,0.2031063321385902,4,False
pr,core,fanduel,21.5,201,0.2666286632539486,0.0547759167043911,0.2340425531914893,4,False
pr,core,fanduel,20.5,201,0.3266410508084599,0.0776499343625425,0.2786573780873971,4,False
pr,core,fanduel,19.5,201,0.3826142518736046,0.1010756964381278,0.3179240419316033,4,False
pr,core,fanduel,18.5,201,0.4581697295645456,0.1351002629520664,0.3675598766895898,4,False
pr,core,fanduel,17.5,201,0.547257615930839,0.1776334206889662,0.421465800141561,4,False
pr,core,fanduel,16.5,201,0.6461018168698913,0.2264952981315038,0.4759152215799614,4,False
pr,core,fanduel,15.5,201,0.7719896897957793,0.2893442291505707,0.5379072681704261,4,False
pr,core,fanduel,14.5,201,0.9104608212813932,0.3571989398235222,0.5976612249623713,4,False
pr,core,fanduel,13.5,201,1.067486089547376,0.430504090317715,0.6561281051118867,4,False
pr,core,fanduel,10.5,201,1.6575929543211474,0.6551328852428843,0.8094027954256671,4,False
pr,core,fanduel,11.5,201,1.4522523289116875,0.5866908103214122,0.7659574468085105,4,False
pr,core,fanduel,12.5,201,1.245937003424968,0.507412272471383,0.7123287671232876,4,False
pr,core,fanduel,16.5,201,0.6563151262708724,0.2315925346365027,0.4812406203101549,4,False
pr,core,draftkings,15.5,201,0.7536958328148147,0.2802389631037408,0.5293760129659644,4,False
pr,core,fliff,16.5,201,0.6558294175527503,0.2313500267460857,0.4809885931558936,4,False
pr,core,espnbet,16.5,201,0.6337237600891447,0.2203248646397335,0.4693877551020409,4,False
pr,core,hardrockbet_az,16.5,201,0.6731064296764994,0.2399809864118409,0.4898785425101215,4,False
pr,core,hardrockbet_fl,16.5,201,0.6731064296764994,0.2399809864118409,0.4898785425101215,4,False
pr,core,hardrockbet,16.5,201,0.6731064296764994,0.2399809864118409,0.4898785425101215,4,False
ra,core,fanduel,10.5,201,0.6848707004578384,0.245861855027736,0.4958445875753168,4,False
ra,core,bovada,11.5,201,0.5387158777478231,0.173474704822044,0.4165029469548134,4,False
ra,core,bovada,10.5,201,0.7135977910312362,0.260223901391598,0.5101214574898786,4,False
ra,core,bovada,9.5,201,0.9391845517400076,0.370946163355857,0.6090534979423868,4,False
ra,core,betmgm,10.5,201,0.7346038942382915,0.2707168440310238,0.5203045685279188,4,False
ra,core,draftkings,10.5,201,0.6612223593187097,0.2340431441128778,0.4837800575807955,4,False
ra,core,hardrockbet_fl,10.5,201,0.6931471805599453,0.25,0.5,4,False
ra,core,espnbet,10.5,201,0.6731064296764994,0.2399809864118409,0.4898785425101215,4,False
ra,core,fliff,10.5,201,0.6931471805599453,0.25,0.5,4,False
ra,core,hardrockbet_az,10.5,201,0.6931471805599453,0.25,0.5,4,False
ra,core,hardrockbet,10.5,201,0.6931471805599453,0.25,0.5,4,False
pra,core,fanduel,18.5,201,0.6644213646222928,0.2356411289232328,0.485428809325562,6,False
pra,core,bovada,15.5,201,1.0205077368299025,0.409072938539763,0.6395881006864989,6,False
pra,core,bovada,16.5,201,0.8953318808533115,0.3499053604656219,0.5915279878971256,6,False
pra,core,bovada,17.5,201,0.756326082181477,0.2815493544356518,0.5306122448979592,6,False
