player_id,player_name,game_id,game,team_id,stat,side,line,odds,bet_vendor,model_prob,market_prob,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,actual,result,profit,clv_proxy,clv_source,grade_date
666679,Cameron Johnson,18447768,Houston Rockets @ Denver Nuggets,8,reb,OVER,3.5,128,fanduel,0.6784,0.4285,0.5467,0.107,4.39,"{'0.1': 1.41, '0.2': 2.95, '0.25': 2.95, '0.33': 3.56, '0.4': 3.56, '0.5': 4.39, '0.6': 4.39, '0.67': 4.54, '0.75': 5.27, '0.8': 5.37, '0.9': 6.51}",0,3,2.0,MISS,-1.0,0.2499,pick_time_fallback,2026-03-11
1057267077,Jeremiah Fears,18447766,Toronto Raptors @ New Orleans Pelicans,19,ast,OVER,2.5,-110,betway,0.8095,0.5,0.5454,0.15,3.17,"{'0.1': 1.41, '0.2': 2.61, '0.25': 2.66, '0.33': 2.83, '0.4': 3.11, '0.5': 3.17, '0.6': 4.13, '0.67': 4.88, '0.75': 5.71, '0.8': 5.94, '0.9': 7.14}",0,2,2.0,MISS,-1.0,0.3095,pick_time_fallback,2026-03-11
61,Mikal Bridges,18447767,New York Knicks @ Utah Jazz,20,fg3m,UNDER,1.5,128,betway,0.6761,0.4292,0.5416,0.106,0.99,"{'0.1': -0.0, '0.2': 0.02, '0.25': 0.13, '0.33': 0.9, '0.4': 0.99, '0.5': 0.99, '0.6': 0.99, '0.67': 1.49, '0.75': 1.62, '0.8': 1.93, '0.9': 3.41}",0,3,1.0,HIT,1.2800000000000002,-0.2469,pick_time_fallback,2026-03-11
373,Jakob Poeltl,18447766,Toronto Raptors @ New Orleans Pelicans,28,reb,UNDER,8.5,-118,draftkings,0.8287,0.5308,0.5309,0.157,6.47,"{'0.1': 2.51, '0.2': 4.03, '0.25': 4.05, '0.33': 5.27, '0.4': 5.56, '0.5': 6.47, '0.6': 7.11, '0.67': 7.11, '0.75': 7.77, '0.8': 8.29, '0.9': 9.03}",0,2,5.0,HIT,0.847457627118644,-0.2979,pick_time_fallback,2026-03-11
227,Brandon Ingram,18447766,Toronto Raptors @ New Orleans Pelicans,28,ast,UNDER,3.5,120,betmgm,0.6939,0.45,0.5266,0.11,2.39,"{'0.1': 0.8, '0.2': 1.25, '0.25': 1.6, '0.33': 1.64, '0.4': 2.13, '0.5': 2.39, '0.6': 3.24, '0.67': 3.43, '0.75': 3.66, '0.8': 4.5, '0.9': 5.06}",0,3,5.0,MISS,-1.0,-0.2439,pick_time_fallback,2026-03-11
38017686,Bennedict Mathurin,18447770,Minnesota Timberwolves @ LA Clippers,13,ast,UNDER,2.0,145,betway,0.615,0.4948,0.5067,0.087,1.73,"{'0.1': 0.17, '0.2': 1.13, '0.25': 1.13, '0.33': 1.13, '0.4': 1.13, '0.5': 1.73, '0.6': 1.9, '0.67': 2.37, '0.75': 2.4, '0.8': 2.81, '0.9': 4.17}",0,2,3.0,MISS,-1.0,-0.1202,pick_time_fallback,2026-03-11
17896062,Alperen Sengun,18447768,Houston Rockets @ Denver Nuggets,11,ast,UNDER,5.5,-110,fanduel,0.7888,0.5045,0.5059,0.139,3.02,"{'0.1': 1.55, '0.2': 2.23, '0.25': 2.45, '0.33': 2.46, '0.4': 3.02, '0.5': 3.02, '0.6': 4.32, '0.67': 4.63, '0.75': 5.24, '0.8': 5.58, '0.9': 6.38}",0,3,3.0,HIT,0.9090909090909092,-0.2843,pick_time_fallback,2026-03-11
73,Jalen Brunson,18447767,New York Knicks @ Utah Jazz,20,fg3m,UNDER,2.5,114,betmgm,0.701,0.4486,0.5001,0.11,2.0,"{'0.1': 0.06, '0.2': 1.01, '0.25': 1.01, '0.33': 1.02, '0.4': 1.59, '0.5': 2.0, '0.6': 2.05, '0.67': 2.23, '0.75': 2.93, '0.8': 3.06, '0.9': 3.73}",0,3,4.0,MISS,-1.0,-0.2524,pick_time_fallback,2026-03-11
17896073,Jalen Suggs,18447765,Cleveland Cavaliers @ Orlando Magic,22,ast,UNDER,5.5,106,betway,0.7164,0.481,0.4757,0.112,3.75,"{'0.1': 1.39, '0.2': 2.67, '0.25': 2.79, '0.33': 3.22, '0.4': 3.45, '0.5': 3.75, '0.6': 4.6, '0.67': 4.93, '0.75': 5.92, '0.8': 6.23, '0.9': 7.71}",0,2,4.0,HIT,1.06,-0.181,closing_line,2026-03-11
1057393207,Mohamed Diawara,18447767,New York Knicks @ Utah Jazz,20,ast,UNDER,1.5,105,betway,0.7188,0.4518,0.4736,0.113,0.79,"{'0.1': 0.0, '0.2': 0.01, '0.25': 0.04, '0.33': 0.36, '0.4': 0.79, '0.5': 0.79, '0.6': 1.15, '0.67': 1.33, '0.75': 1.61, '0.8': 1.72, '0.9': 1.99}",0,0,1.0,HIT,1.0499999999999998,-0.267,pick_time_fallback,2026-03-11
666423,RJ Barrett,18447766,Toronto Raptors @ New Orleans Pelicans,28,pts,UNDER,20.5,104,draftkings,0.7198,0.4772,0.4684,0.113,17.16,"{'0.1': 7.72, '0.2': 11.52, '0.25': 12.62, '0.33': 14.04, '0.4': 15.57, '0.5': 17.16, '0.6': 18.72, '0.67': 19.28, '0.75': 21.24, '0.8': 22.86, '0.9': 25.3}",0,2,16.0,HIT,1.04,-0.2426,pick_time_fallback,2026-03-11
666423,RJ Barrett,18447766,Toronto Raptors @ New Orleans Pelicans,28,ast,UNDER,3.5,-130,caesars,0.8294,0.5368,0.4674,0.152,2.02,"{'0.1': 0.65, '0.2': 1.02, '0.25': 1.02, '0.33': 1.05, '0.4': 1.94, '0.5': 2.02, '0.6': 2.52, '0.67': 2.67, '0.75': 2.91, '0.8': 3.09, '0.9': 4.48}",0,2,1.0,HIT,0.7692307692307692,-0.2926,pick_time_fallback,2026-03-11
17896024,Herbert Jones,18447766,Toronto Raptors @ New Orleans Pelicans,19,ast,UNDER,2.5,115,betway,0.6809,0.4514,0.4639,0.101,1.5,"{'0.1': 0.42, '0.2': 0.94, '0.25': 0.94, '0.33': 1.13, '0.4': 1.49, '0.5': 1.5, '0.6': 2.19, '0.67': 2.41, '0.75': 3.06, '0.8': 3.25, '0.9': 4.3}",0,2,1.0,HIT,1.15,-0.2295,pick_time_fallback,2026-03-11
1028029291,Cody Williams,18447767,New York Knicks @ Utah Jazz,29,reb,OVER,3.5,114,betparx,0.6799,0.4633,0.455,0.1,4.1,"{'0.1': 1.39, '0.2': 2.68, '0.25': 2.79, '0.33': 3.6, '0.4': 3.95, '0.5': 4.1, '0.6': 4.1, '0.67': 5.04, '0.75': 5.71, '0.8': 5.99, '0.9': 7.81}",0,2,2.0,MISS,-1.0,0.2166,pick_time_fallback,2026-03-11
666956,Coby White,18447769,Charlotte Hornets @ Sacramento Kings,4,reb,OVER,2.5,120,betway,0.6613,0.422,0.4549,0.095,3.52,"{'0.1': 0.99, '0.2': 1.47, '0.25': 1.83, '0.33': 2.44, '0.4': 2.92, '0.5': 3.52, '0.6': 3.78, '0.67': 3.85, '0.75': 4.11, '0.8': 4.86, '0.9': 6.13}",0,2,2.0,MISS,-1.0,0.2393,pick_time_fallback,2026-03-11
1057260888,Airious Bailey,18447767,New York Knicks @ Utah Jazz,29,ast,UNDER,2.0,138,fanduel,0.6106,0.5103,0.4533,0.082,1.68,"{'0.1': -0.06, '0.2': 0.58, '0.25': 0.88, '0.33': 1.03, '0.4': 1.03, '0.5': 1.68, '0.6': 1.91, '0.67': 2.5, '0.75': 2.62, '0.8': 2.83, '0.9': 3.57}",0,3,2.0,PUSH,0.0,-0.1003,pick_time_fallback,2026-03-11
56677823,Brandon Miller,18447769,Charlotte Hornets @ Sacramento Kings,4,pts,UNDER,21.5,-106,betway,0.7477,0.5012,0.4531,0.12,17.78,"{'0.1': 10.03, '0.2': 12.26, '0.25': 12.26, '0.33': 14.27, '0.4': 16.18, '0.5': 17.78, '0.6': 20.54, '0.67': 20.63, '0.75': 21.53, '0.8': 22.49, '0.9': 23.47}",0,2,20.0,HIT,0.9433962264150944,-0.2465,pick_time_fallback,2026-03-11
472,Russell Westbrook,18447769,Charlotte Hornets @ Sacramento Kings,26,blk,OVER,0.5,425,betmgm,0.2762,0.1765,0.4503,0.026,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.05, '0.67': 0.09, '0.75': 0.7, '0.8': 0.88, '0.9': 1.0}",0,2,,NO_ACTION,0.0,,none,2026-03-11
667378,Naz Reid,18447770,Minnesota Timberwolves @ LA Clippers,18,ast,UNDER,1.5,115,betway,0.671,0.4305,0.4427,0.096,1.24,"{'0.1': -0.03, '0.2': 0.38, '0.25': 0.78, '0.33': 0.78, '0.4': 0.85, '0.5': 1.24, '0.6': 1.44, '0.67': 1.49, '0.75': 2.29, '0.8': 2.31, '0.9': 3.02}",0,2,0.0,HIT,1.15,-0.2405,pick_time_fallback,2026-03-11
335,Jamal Murray,18447768,Houston Rockets @ Denver Nuggets,8,ast,UNDER,5.5,114,betrivers,0.6705,0.4426,0.435,0.095,4.37,"{'0.1': 1.97, '0.2': 2.97, '0.25': 2.98, '0.33': 3.23, '0.4': 3.86, '0.5': 4.37, '0.6': 5.5, '0.67': 5.5, '0.75': 6.21, '0.8': 6.88, '0.9': 8.22}",0,3,4.0,HIT,1.1399999999999997,-0.2279,pick_time_fallback,2026-03-11
177,Aaron Gordon,18447768,Houston Rockets @ Denver Nuggets,8,ast,OVER,2.5,131,draftkings,0.6211,0.4101,0.4347,0.083,2.63,"{'0.1': 1.07, '0.2': 1.5, '0.25': 1.88, '0.33': 2.2, '0.4': 2.63, '0.5': 2.63, '0.6': 3.38, '0.67': 3.67, '0.75': 4.08, '0.8': 4.61, '0.9': 5.99}",0,2,1.0,MISS,-1.0,0.211,pick_time_fallback,2026-03-11
1057393207,Mohamed Diawara,18447767,New York Knicks @ Utah Jazz,20,pts,UNDER,7.5,-120,betmgm,0.7721,0.5157,0.4154,0.125,3.92,"{'0.1': 0.18, '0.2': 1.06, '0.25': 1.85, '0.33': 2.3, '0.4': 3.42, '0.5': 3.92, '0.6': 4.4, '0.67': 4.88, '0.75': 6.69, '0.8': 8.53, '0.9': 10.34}",0,0,10.0,MISS,-1.0,-0.2564,pick_time_fallback,2026-03-11
17896076,Evan Mobley,18447765,Cleveland Cavaliers @ Orlando Magic,6,blk,UNDER,1.5,107,draftkings,0.6806,0.4576,0.4088,0.096,0.96,"{'0.1': -0.0, '0.2': -0.0, '0.25': 0.18, '0.33': 0.44, '0.4': 0.93, '0.5': 0.96, '0.6': 1.1, '0.67': 1.43, '0.75': 1.93, '0.8': 2.12, '0.9': 2.88}",0,2,2.0,MISS,-1.0,-0.1414,closing_line,2026-03-11
399,Mitchell Robinson,18447767,New York Knicks @ Utah Jazz,20,stl,UNDER,1.0,135,betparx,0.5966,0.4162,0.4021,0.074,0.36,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.08, '0.5': 0.36, '0.6': 1.02, '0.67': 1.02, '0.75': 1.03, '0.8': 1.22, '0.9': 1.93}",0,1,1.0,PUSH,0.0,-0.1804,pick_time_fallback,2026-03-11
192,James Harden,18447765,Cleveland Cavaliers @ Orlando Magic,6,blk,OVER,0.5,220,betmgm,0.4366,0.2982,0.3972,0.045,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.79, '0.67': 0.92, '0.75': 1.04, '0.8': 1.04, '0.9': 1.69}",0,3,0.0,MISS,-1.0,0.1384,closing_line,2026-03-11
1057393207,Mohamed Diawara,18447767,New York Knicks @ Utah Jazz,20,fg3m,UNDER,1.5,-120,betway,0.7579,0.5049,0.3895,0.117,0.94,"{'0.1': 0.0, '0.2': 0.01, '0.25': 0.03, '0.33': 0.05, '0.4': 0.49, '0.5': 0.94, '0.6': 0.96, '0.67': 1.36, '0.75': 1.46, '0.8': 1.73, '0.9': 2.54}",0,0,2.0,MISS,-1.0,-0.253,pick_time_fallback,2026-03-11
1057276634,Nique Clifford,18447769,Charlotte Hornets @ Sacramento Kings,26,reb,OVER,4.5,-105,betway,0.7114,0.5122,0.389,0.102,5.88,"{'0.1': 2.53, '0.2': 3.6, '0.25': 3.99, '0.33': 5.05, '0.4': 5.05, '0.5': 5.88, '0.6': 6.11, '0.67': 6.53, '0.75': 6.77, '0.8': 7.27, '0.9': 8.74}",0,2,4.0,MISS,-1.0,0.1992,pick_time_fallback,2026-03-11
283,Brook Lopez,18447770,Minnesota Timberwolves @ LA Clippers,13,fg3m,UNDER,1.5,120,betmgm,0.6296,0.4457,0.3851,0.08,1.04,"{'0.1': 0.02, '0.2': 0.02, '0.25': 0.15, '0.33': 0.83, '0.4': 0.96, '0.5': 1.04, '0.6': 1.15, '0.67': 1.97, '0.75': 2.05, '0.8': 2.4, '0.9': 2.98}",0,2,1.0,HIT,1.2000000000000002,-0.1839,pick_time_fallback,2026-03-11
414,Landry Shamet,18447767,New York Knicks @ Utah Jazz,20,fg3m,UNDER,2.5,-110,betmgm,0.7235,0.541,0.3813,0.105,1.7,"{'0.1': -0.0, '0.2': 0.94, '0.25': 1.02, '0.33': 1.02, '0.4': 1.29, '0.5': 1.7, '0.6': 1.91, '0.67': 2.26, '0.75': 2.62, '0.8': 3.1, '0.9': 3.56}",0,2,1.0,HIT,0.9090909090909092,-0.1825,pick_time_fallback,2026-03-11
1057263194,Kon Knueppel,18447769,Charlotte Hornets @ Sacramento Kings,4,fg3m,UNDER,3.5,-110,betmgm,0.7212,0.5116,0.3769,0.104,2.79,"{'0.1': 1.0, '0.2': 1.27, '0.25': 1.74, '0.33': 1.97, '0.4': 2.22, '0.5': 2.79, '0.6': 3.31, '0.67': 3.31, '0.75': 3.61, '0.8': 4.41, '0.9': 5.19}",0,3,5.0,MISS,-1.0,-0.2096,pick_time_fallback,2026-03-11
227,Brandon Ingram,18447766,Toronto Raptors @ New Orleans Pelicans,28,blk,UNDER,0.5,125,betparx,0.61,0.4199,0.3725,0.074,0.07,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.07, '0.6': 0.42, '0.67': 1.01, '0.75': 1.02, '0.8': 1.04, '0.9': 1.72}",0,3,0.0,HIT,1.25,-0.1901,pick_time_fallback,2026-03-11
666940,Dean Wade,18447765,Cleveland Cavaliers @ Orlando Magic,6,reb,OVER,4.0,111,caesars,0.6497,0.5194,0.3708,0.084,5.28,"{'0.1': 1.49, '0.2': 2.78, '0.25': 2.89, '0.33': 3.8, '0.4': 4.5, '0.5': 5.28, '0.6': 5.69, '0.67': 6.56, '0.75': 7.08, '0.8': 7.5, '0.9': 8.59}",0,1,5.0,HIT,1.1100000000000003,0.1303,pick_time_fallback,2026-03-11
3547269,Immanuel Quickley,18447766,Toronto Raptors @ New Orleans Pelicans,28,ast,UNDER,6.5,-120,betmgm,0.7458,0.5279,0.3673,0.11,4.21,"{'0.1': 2.01, '0.2': 3.14, '0.25': 3.29, '0.33': 3.79, '0.4': 4.21, '0.5': 4.21, '0.6': 4.97, '0.67': 5.33, '0.75': 6.57, '0.8': 6.88, '0.9': 8.75}",0,3,3.0,HIT,0.8333333333333335,-0.2179,pick_time_fallback,2026-03-11
17895983,Ayo Dosunmu,18447770,Minnesota Timberwolves @ LA Clippers,18,ast,UNDER,2.5,102,betway,0.6764,0.4712,0.3664,0.09,1.65,"{'0.1': 0.24, '0.2': 0.76, '0.25': 0.84, '0.33': 1.17, '0.4': 1.6, '0.5': 1.65, '0.6': 2.26, '0.67': 2.43, '0.75': 3.36, '0.8': 3.41, '0.9': 4.26}",0,2,,NO_ACTION,0.0,,none,2026-03-11
61,Mikal Bridges,18447767,New York Knicks @ Utah Jazz,20,ast,UNDER,3.5,118,betparx,0.6267,0.4448,0.3663,0.078,2.82,"{'0.1': 0.82, '0.2': 1.43, '0.25': 1.64, '0.33': 2.25, '0.4': 2.56, '0.5': 2.82, '0.6': 3.36, '0.67': 3.72, '0.75': 3.72, '0.8': 4.66, '0.9': 5.42}",0,3,2.0,HIT,1.1799999999999997,-0.1819,pick_time_fallback,2026-03-11
69,Bruce Brown,18447768,Houston Rockets @ Denver Nuggets,8,reb,OVER,3.5,133,draftkings,0.585,0.417,0.363,0.068,4.14,"{'0.1': 1.18, '0.2': 2.02, '0.25': 2.37, '0.33': 2.71, '0.4': 3.39, '0.5': 4.14, '0.6': 4.22, '0.67': 4.22, '0.75': 4.4, '0.8': 4.61, '0.9': 6.61}",0,2,1.0,MISS,-1.0,0.168,pick_time_fallback,2026-03-11
73,Jalen Brunson,18447767,New York Knicks @ Utah Jazz,20,pts,UNDER,26.5,-118,fanduel,0.7371,0.5174,0.3617,0.107,23.1,"{'0.1': 11.95, '0.2': 15.62, '0.25': 17.3, '0.33': 19.66, '0.4': 20.67, '0.5': 23.1, '0.6': 25.18, '0.67': 25.25, '0.75': 26.74, '0.8': 28.75, '0.9': 32.86}",0,3,28.0,MISS,-1.0,-0.2197,pick_time_fallback,2026-03-11
17896076,Evan Mobley,18447765,Cleveland Cavaliers @ Orlando Magic,6,ast,UNDER,2.5,-110,betway,0.7125,0.5464,0.3602,0.099,1.85,"{'0.1': -0.03, '0.2': 0.63, '0.25': 0.95, '0.33': 0.95, '0.4': 1.25, '0.5': 1.85, '0.6': 1.85, '0.67': 2.24, '0.75': 2.73, '0.8': 2.84, '0.9': 4.36}",0,2,4.0,MISS,-1.0,-0.2266,closing_line,2026-03-11
414,Landry Shamet,18447767,New York Knicks @ Utah Jazz,20,reb,UNDER,2.5,-145,betway,0.8047,0.5765,0.3596,0.13,2.1,"{'0.1': 0.69, '0.2': 1.05, '0.25': 1.16, '0.33': 1.45, '0.4': 1.64, '0.5': 2.1, '0.6': 2.1, '0.67': 2.43, '0.75': 2.46, '0.8': 2.46, '0.9': 3.26}",0,2,3.0,MISS,-1.0,-0.2282,pick_time_fallback,2026-03-11
409,Dennis Schroder,18447765,Cleveland Cavaliers @ Orlando Magic,6,reb,OVER,2.5,120,betway,0.6169,0.422,0.3571,0.074,2.84,"{'0.1': 0.86, '0.2': 1.47, '0.25': 1.48, '0.33': 2.16, '0.4': 2.61, '0.5': 2.84, '0.6': 2.84, '0.67': 3.05, '0.75': 3.31, '0.8': 3.73, '0.9': 4.7}",0,2,0.0,MISS,-1.0,0.1949,pick_time_fallback,2026-03-11
62,Miles Bridges,18447769,Charlotte Hornets @ Sacramento Kings,4,ast,UNDER,2.5,120,betway,0.6162,0.4248,0.3557,0.074,1.61,"{'0.1': 0.57, '0.2': 0.93, '0.25': 0.93, '0.33': 1.06, '0.4': 1.61, '0.5': 1.61, '0.6': 2.46, '0.67': 2.65, '0.75': 3.23, '0.8': 3.4, '0.9': 4.33}",0,2,5.0,MISS,-1.0,-0.1914,pick_time_fallback,2026-03-11
1028025497,Tristan Da Silva,18447765,Cleveland Cavaliers @ Orlando Magic,22,pts,UNDER,10.5,-124,betparx,0.7488,0.5376,0.3526,0.109,8.17,"{'0.1': 2.7, '0.2': 4.83, '0.25': 5.19, '0.33': 6.05, '0.4': 6.97, '0.5': 8.17, '0.6': 8.85, '0.67': 9.78, '0.75': 10.51, '0.8': 12.08, '0.9': 15.57}",0,2,23.0,MISS,-1.0,-0.2864,closing_line,2026-03-11
140,Kevin Durant,18447768,Houston Rockets @ Denver Nuggets,11,reb,OVER,4.5,-150,betmgm,0.8105,0.5723,0.3508,0.132,6.14,"{'0.1': 3.09, '0.2': 4.66, '0.25': 4.77, '0.33': 5.66, '0.4': 5.78, '0.5': 6.14, '0.6': 6.33, '0.67': 7.03, '0.75': 7.3, '0.8': 8.2, '0.9': 9.01}",0,3,4.0,MISS,-1.0,0.2382,pick_time_fallback,2026-03-11
1057274415,Derik Queen,18447766,Toronto Raptors @ New Orleans Pelicans,19,reb,OVER,4.5,100,betway,0.6748,0.5,0.3495,0.087,5.56,"{'0.1': 1.77, '0.2': 3.0, '0.25': 3.32, '0.33': 4.57, '0.4': 4.72, '0.5': 5.56, '0.6': 6.25, '0.67': 6.7, '0.75': 6.88, '0.8': 7.11, '0.9': 8.36}",0,1,5.0,HIT,1.0,0.1748,pick_time_fallback,2026-03-11
56677823,Brandon Miller,18447769,Charlotte Hornets @ Sacramento Kings,4,fg3m,UNDER,3.5,-125,betparx,0.7483,0.5466,0.3469,0.108,2.85,"{'0.1': 0.88, '0.2': 1.37, '0.25': 1.64, '0.33': 2.02, '0.4': 2.26, '0.5': 2.85, '0.6': 3.31, '0.67': 3.31, '0.75': 3.5, '0.8': 4.01, '0.9': 4.69}",0,2,2.0,HIT,0.8,-0.2017,pick_time_fallback,2026-03-11
17896055,Scottie Barnes,18447766,Toronto Raptors @ New Orleans Pelicans,28,pts,UNDER,18.5,-125,caesars,0.7481,0.5263,0.3466,0.108,15.93,"{'0.1': 6.12, '0.2': 9.67, '0.25': 11.23, '0.33': 12.14, '0.4': 14.53, '0.5': 15.93, '0.6': 16.99, '0.67': 17.59, '0.75': 18.52, '0.8': 19.91, '0.9': 24.48}",0,3,9.0,HIT,0.8,-0.2218,pick_time_fallback,2026-03-11
1028025497,Tristan Da Silva,18447765,Cleveland Cavaliers @ Orlando Magic,22,reb,OVER,4.5,-105,betmgm,0.6893,0.4988,0.3458,0.091,5.48,"{'0.1': 2.27, '0.2': 3.54, '0.25': 3.97, '0.33': 4.67, '0.4': 4.99, '0.5': 5.48, '0.6': 5.9, '0.67': 6.09, '0.75': 6.82, '0.8': 7.0, '0.9': 8.05}",0,2,4.0,MISS,-1.0,0.1905,closing_line,2026-03-11
3547269,Immanuel Quickley,18447766,Toronto Raptors @ New Orleans Pelicans,28,fg3m,UNDER,2.5,-105,betmgm,0.6877,0.4892,0.3426,0.09,1.71,"{'0.1': 0.35, '0.2': 1.04, '0.25': 1.15, '0.33': 1.26, '0.4': 1.71, '0.5': 1.71, '0.6': 2.05, '0.67': 2.34, '0.75': 3.05, '0.8': 3.65, '0.9': 4.23}",0,3,3.0,MISS,-1.0,-0.1985,pick_time_fallback,2026-03-11
322,Donovan Mitchell,18447765,Cleveland Cavaliers @ Orlando Magic,6,pts,UNDER,28.5,-105,betmgm,0.6876,0.5,0.3424,0.09,26.64,"{'0.1': 15.33, '0.2': 19.39, '0.25': 21.42, '0.33': 22.46, '0.4': 24.21, '0.5': 26.64, '0.6': 28.06, '0.67': 28.2, '0.75': 29.55, '0.8': 30.93, '0.9': 33.3}",0,3,25.0,HIT,0.9523809523809523,-0.1984,closing_line,2026-03-11
56677823,Brandon Miller,18447769,Charlotte Hornets @ Sacramento Kings,4,reb,OVER,5.5,110,fanduel,0.6388,0.4598,0.3416,0.078,6.6,"{'0.1': 2.57, '0.2': 4.24, '0.25': 4.24, '0.33': 5.15, '0.4': 5.94, '0.5': 6.6, '0.6': 7.16, '0.67': 7.16, '0.75': 7.82, '0.8': 8.36, '0.9': 10.15}",0,2,3.0,MISS,-1.0,0.179,pick_time_fallback,2026-03-11
