player_name,projected_minutes,stat,pmf_mean,market_line,p_over
Dylan Harper,21.5179,fg3m,0.643,0.5,0.3511
Dylan Harper,21.5179,pa,14.287,11.5,0.6432
Dylan Harper,21.5179,pr,16.9383,13.5,0.6751
Dylan Harper,21.5179,pra,19.2477,15.5,0.6877
Dylan Harper,21.5179,pts,11.9776,9.5,0.6341
Dylan Harper,21.5179,ra,7.2701,6.5,0.6022
Dylan Harper,21.5179,reb,4.9607,3.5,0.7502
Dylan Harper,21.5179,stl,0.9186,0.5,0.692
Jalen Williams,23.1237,ast,4.5603,3.5,0.7366
Jalen Williams,23.1237,blk,0.2071,0.5,0.1779
Jalen Williams,23.1237,fg3m,0.7285,0.5,0.5627
Jalen Williams,23.1237,pa,22.2636,16.5,0.7605
Jalen Williams,23.1237,pr,22.8131,16.5,0.7827
Jalen Williams,23.1237,pra,27.3734,19.5,0.8322
Jalen Williams,23.1237,pts,17.7034,12.5,0.7378
Jalen Williams,23.1237,ra,9.67,6.5,0.8729
Jalen Williams,23.1237,reb,5.1097,3.5,0.8
Jalen Williams,23.1237,stl,0.6978,0.5,0.4515
Jared McCain,21.7349,ast,1.6128,1.5,0.513
Jared McCain,21.7349,blk,0.1829,0.5,0.1245
Jared McCain,21.7349,fg3m,1.2973,2.5,0.1493
Jared McCain,21.7349,pa,14.8177,15.5,0.4305
Jared McCain,21.7349,pr,16.43,16.5,0.462
Jared McCain,21.7349,pra,18.0429,18.5,0.445
Jared McCain,21.7349,pts,13.2049,13.5,0.4486
Jared McCain,21.7349,reb,3.2252,2.5,0.6283
Jared McCain,21.7349,stl,0.3615,0.5,0.281
Julian Champagnie,27.4443,ast,1.8364,1.5,0.5885
Julian Champagnie,27.4443,blk,0.5622,0.5,0.3804
Julian Champagnie,27.4443,fg3m,1.963,2.5,0.2746
Julian Champagnie,27.4443,pa,14.3865,11.5,0.6321
Julian Champagnie,27.4443,pr,18.5331,15.5,0.6365
Julian Champagnie,27.4443,pra,20.3695,17.5,0.6256
Julian Champagnie,27.4443,pts,12.55,10.5,0.5863
Julian Champagnie,27.4443,ra,7.8195,6.5,0.7021
Julian Champagnie,27.4443,reb,5.983,5.5,0.5768
Julian Champagnie,27.4443,stl,0.7502,0.5,0.485
Keldon Johnson,18.3323,ast,1.2937,0.5,0.7624
Keldon Johnson,18.3323,blk,0.2529,0.5,0.1768
Keldon Johnson,18.3323,fg3m,0.8377,0.5,0.3658
Keldon Johnson,18.3323,pr,15.0774,10.5,0.7387
Keldon Johnson,18.3323,pts,11.3117,7.5,0.7099
Keldon Johnson,18.3323,reb,3.7657,3.5,0.5306
Keldon Johnson,18.3323,stl,0.4449,0.5,0.3235
Luguentz Dort,20.4765,ast,1.4239,0.5,0.7528
Luguentz Dort,20.4765,blk,0.1975,0.5,0.1794
Luguentz Dort,20.4765,fg3m,0.6562,1.5,0.2026
Luguentz Dort,20.4765,pa,9.3773,5.5,0.7364
Luguentz Dort,20.4765,pr,11.4413,7.5,0.7358
Luguentz Dort,20.4765,pra,12.8652,8.5,0.757
Luguentz Dort,20.4765,pts,7.9534,4.5,0.713
Luguentz Dort,20.4765,reb,3.4879,2.5,0.6961
Luguentz Dort,20.4765,stl,0.5033,0.5,0.3554
Shai Gilgeous-Alexander,32.0647,ast,8.4257,7.5,0.6472
Shai Gilgeous-Alexander,32.0647,blk,0.4635,0.5,0.3114
Shai Gilgeous-Alexander,32.0647,fg3m,1.4257,1.5,0.3262
Shai Gilgeous-Alexander,32.0647,pa,36.976,37.5,0.4629
Shai Gilgeous-Alexander,32.0647,pr,33.0332,33.5,0.4634
Shai Gilgeous-Alexander,32.0647,pra,41.4589,41.5,0.4899
Shai Gilgeous-Alexander,32.0647,pts,28.5503,29.5,0.424
Shai Gilgeous-Alexander,32.0647,ra,12.9086,11.5,0.7023
Shai Gilgeous-Alexander,32.0647,reb,4.4829,3.5,0.7671
Shai Gilgeous-Alexander,32.0647,stl,0.745,1.5,0.2021
Stephon Castle,28.9303,ast,6.813,6.5,0.5621
Stephon Castle,28.9303,blk,0.2737,0.5,0.2155
Stephon Castle,28.9303,fg3m,1.7627,1.5,0.4964
Stephon Castle,28.9303,pa,25.3678,24.5,0.5481
Stephon Castle,28.9303,pr,23.8041,22.5,0.5773
Stephon Castle,28.9303,pra,30.6171,29.5,0.5605
Stephon Castle,28.9303,pts,18.5548,17.5,0.5716
Stephon Castle,28.9303,ra,12.0623,12.5,0.4355
Stephon Castle,28.9303,reb,5.2493,5.5,0.402
Stephon Castle,28.9303,stl,0.6261,1.5,0.1386
Victor Wembanyama,31.7275,ast,3.0802,3.5,0.3687
Victor Wembanyama,31.7275,blk,2.4956,3.5,0.1668
Victor Wembanyama,31.7275,fg3m,1.7548,1.5,0.491
Victor Wembanyama,31.7275,pa,28.1678,30.5,0.36
Victor Wembanyama,31.7275,pr,37.6158,40.5,0.3461
Victor Wembanyama,31.7275,pra,40.696,43.5,0.3522
Victor Wembanyama,31.7275,pts,25.0876,27.5,0.3512
Victor Wembanyama,31.7275,ra,15.6084,16.5,0.3778
Victor Wembanyama,31.7275,reb,12.5282,12.5,0.4727
Victor Wembanyama,31.7275,stl,0.6497,1.5,0.1433
