dataset,column,present,non_null_rate,unique_count
training_table,pts_raw_mean_last10,True,1.0,387
training_table,pts_raw_median_last10,True,1.0,81
training_table,pts_raw_p25_last10,True,1.0,139
training_table,pts_raw_p75_last10,True,1.0,175
training_table,pts_raw_floor_last10,True,1.0,32
training_table,pts_raw_ceiling_last10,True,1.0,64
training_table,pts_raw_vol_last10,True,1.0,128
training_table,pts_raw_cv_last10,True,0.9997674386790517,37058
training_table,pts_raw_ewma_10,True,1.0,73095
training_table,pts_raw_ewma_5,True,1.0,73095
training_table,pts_raw_mean_season,True,1.0,73095
training_table,pts_raw_trend_3v10,True,0.9997811187567546,8000
training_table,reb_per_min_mean_last3,True,1.0,46129
training_table,reb_per_min_mean_last5,True,1.0,64161
training_table,reb_per_min_mean_last10,True,1.0,70124
training_table,reb_per_min_median_last10,True,1.0,6408
training_table,reb_per_min_p25_last10,True,1.0,5812
training_table,reb_per_min_p75_last10,True,1.0,7235
training_table,reb_per_min_floor_last10,True,1.0,220
training_table,reb_per_min_ceiling_last10,True,1.0,405
training_table,reb_per_min_vol_last10,True,1.0,69933
training_table,reb_per_min_cv_last10,True,0.8534726877248663,61167
training_table,reb_per_min_ewma_10,True,1.0,73099
training_table,reb_per_min_ewma_5,True,1.0,73099
training_table,reb_per_min_mean_season,True,1.0,73099
training_table,reb_per_min_trend_3v10,True,0.9994527968918864,71347
training_table,reb_raw_mean_last3,True,1.0,63
training_table,reb_raw_mean_last5,True,1.0,93
training_table,reb_raw_mean_last10,True,1.0,171
training_table,reb_raw_median_last10,True,1.0,36
training_table,reb_raw_p25_last10,True,1.0,58
training_table,reb_raw_p75_last10,True,1.0,79
training_table,reb_raw_floor_last10,True,1.0,13
training_table,reb_raw_ceiling_last10,True,1.0,29
training_table,reb_raw_vol_last10,True,1.0,62
training_table,reb_raw_cv_last10,True,0.9988508734729613,9303
training_table,reb_raw_ewma_10,True,1.0,73099
training_table,reb_raw_ewma_5,True,1.0,73099
training_table,reb_raw_mean_season,True,1.0,73099
training_table,reb_raw_trend_3v10,True,0.999740078523646,2128
training_table,ast_per_min_mean_last3,True,1.0,34559
training_table,ast_per_min_mean_last5,True,1.0,54138
training_table,ast_per_min_mean_last10,True,1.0,64599
training_table,ast_per_min_median_last10,True,1.0,4479
training_table,ast_per_min_p25_last10,True,1.0,3861
training_table,ast_per_min_p75_last10,True,1.0,5463
training_table,ast_per_min_floor_last10,True,1.0,158
training_table,ast_per_min_ceiling_last10,True,1.0,332
training_table,ast_per_min_vol_last10,True,1.0,64571
training_table,ast_per_min_cv_last10,True,0.4230153627272603,30172
training_table,ast_per_min_ewma_10,True,1.0,73099
training_table,ast_per_min_ewma_5,True,1.0,73099
training_table,ast_per_min_mean_season,True,1.0,73099
training_table,ast_per_min_trend_3v10,True,0.9903692252971997,66020
training_table,ast_raw_mean_last3,True,1.0,53
training_table,ast_raw_mean_last5,True,1.0,79
training_table,ast_raw_mean_last10,True,1.0,140
training_table,ast_raw_median_last10,True,1.0,29
training_table,ast_raw_p25_last10,True,1.0,48
training_table,ast_raw_p75_last10,True,1.0,64
training_table,ast_raw_floor_last10,True,1.0,11
training_table,ast_raw_ceiling_last10,True,1.0,23
training_table,ast_raw_vol_last10,True,1.0,50
training_table,ast_raw_cv_last10,True,0.9865798437735126,5443
training_table,ast_raw_ewma_10,True,1.0,73099
training_table,ast_raw_ewma_5,True,1.0,73099
training_table,ast_raw_mean_season,True,1.0,73099
training_table,ast_raw_trend_3v10,True,0.9959780571553647,1381
training_table,fg3m_per_min_mean_last3,True,1.0,21132
training_table,fg3m_per_min_mean_last5,True,1.0,40038
training_table,fg3m_per_min_mean_last10,True,1.0,51946
training_table,fg3m_per_min_median_last10,True,1.0,2263
training_table,fg3m_per_min_p25_last10,True,1.0,1689
training_table,fg3m_per_min_p75_last10,True,1.0,3125
training_table,fg3m_per_min_floor_last10,True,1.0,65
training_table,fg3m_per_min_ceiling_last10,True,1.0,229
training_table,fg3m_per_min_vol_last10,True,1.0,51981
training_table,fg3m_per_min_cv_last10,True,0.08006949479473044,5551
training_table,fg3m_per_min_ewma_10,True,1.0,68605
training_table,fg3m_per_min_ewma_5,True,1.0,68608
training_table,fg3m_per_min_mean_season,True,1.0,68609
training_table,fg3m_per_min_trend_3v10,True,0.854443973241768,53185
training_table,fg3m_raw_mean_last3,True,1.0,26
training_table,fg3m_raw_mean_last5,True,1.0,37
training_table,fg3m_raw_mean_last10,True,1.0,67
training_table,fg3m_raw_median_last10,True,1.0,17
training_table,fg3m_raw_p25_last10,True,1.0,20
training_table,fg3m_raw_p75_last10,True,1.0,31
training_table,fg3m_raw_floor_last10,True,1.0,5
training_table,fg3m_raw_ceiling_last10,True,1.0,13
training_table,fg3m_raw_vol_last10,True,1.0,32
training_table,fg3m_raw_cv_last10,True,0.8623373780763075,1675
training_table,fg3m_raw_ewma_10,True,1.0,68288
training_table,fg3m_raw_ewma_5,True,1.0,68225
training_table,fg3m_raw_mean_season,True,1.0,68401
training_table,fg3m_raw_trend_3v10,True,0.8971668559077416,453
training_table,stl_per_min_mean_last3,True,1.0,10917
training_table,stl_per_min_mean_last5,True,1.0,26452
training_table,stl_per_min_mean_last10,True,1.0,47215
training_table,stl_per_min_median_last10,True,1.0,1228
training_table,stl_per_min_p25_last10,True,1.0,733
training_table,stl_per_min_p75_last10,True,1.0,1987
training_table,stl_per_min_floor_last10,True,1.0,36
training_table,stl_per_min_ceiling_last10,True,1.0,162
training_table,stl_per_min_vol_last10,True,1.0,47299
training_table,stl_per_min_cv_last10,True,0.007838684523728094,461
training_table,stl_per_min_ewma_10,True,1.0,72995
training_table,stl_per_min_ewma_5,True,1.0,72995
training_table,stl_per_min_mean_season,True,1.0,72995
training_table,stl_per_min_trend_3v10,True,0.9248142929451839,49739
training_table,stl_raw_mean_last3,True,1.0,20
training_table,stl_raw_mean_last5,True,1.0,27
training_table,stl_raw_mean_last10,True,1.0,38
training_table,stl_raw_median_last10,True,1.0,9
training_table,stl_raw_p25_last10,True,1.0,8
training_table,stl_raw_p75_last10,True,1.0,22
training_table,stl_raw_floor_last10,True,1.0,3
training_table,stl_raw_ceiling_last10,True,1.0,9
training_table,stl_raw_vol_last10,True,1.0,25
training_table,stl_raw_cv_last10,True,0.9367022804689531,608
training_table,stl_raw_ewma_10,True,1.0,72895
training_table,stl_raw_ewma_5,True,1.0,72895
training_table,stl_raw_mean_season,True,1.0,72895
training_table,stl_raw_trend_3v10,True,0.9800134064761488,209
training_table,blk_per_min_mean_last3,True,1.0,6695
training_table,blk_per_min_mean_last5,True,1.0,14481
training_table,blk_per_min_mean_last10,True,1.0,27730
training_table,blk_per_min_median_last10,True,1.0,1082
training_table,blk_per_min_p25_last10,True,1.0,657
training_table,blk_per_min_p75_last10,True,1.0,1717
training_table,blk_per_min_floor_last10,True,1.0,37
training_table,blk_per_min_ceiling_last10,True,1.0,174
training_table,blk_per_min_vol_last10,True,1.0,27765
training_table,blk_per_min_cv_last10,True,0.008563728641978687,535
training_table,blk_per_min_ewma_10,True,1.0,72309
training_table,blk_per_min_ewma_5,True,1.0,72309
training_table,blk_per_min_mean_season,True,1.0,72308
training_table,blk_per_min_trend_3v10,True,0.6417461251179907,29063
training_table,blk_raw_mean_last3,True,1.0,24
training_table,blk_raw_mean_last5,True,1.0,34
training_table,blk_raw_mean_last10,True,1.0,53
training_table,blk_raw_median_last10,True,1.0,11
training_table,blk_raw_p25_last10,True,1.0,13
training_table,blk_raw_p75_last10,True,1.0,25
training_table,blk_raw_floor_last10,True,1.0,3
training_table,blk_raw_ceiling_last10,True,1.0,12
training_table,blk_raw_vol_last10,True,1.0,26
training_table,blk_raw_cv_last10,True,0.7490389745413754,706
training_table,blk_raw_ewma_10,True,1.0,71593
training_table,blk_raw_ewma_5,True,1.0,71592
training_table,blk_raw_mean_season,True,1.0,71592
training_table,blk_raw_trend_3v10,True,0.8920368267691761,265
training_table,tov_per_min_mean_last3,True,1.0,20937
training_table,tov_per_min_mean_last5,True,1.0,41156
training_table,tov_per_min_mean_last10,True,1.0,57010
training_table,tov_per_min_median_last10,True,1.0,2104
training_table,tov_per_min_p25_last10,True,1.0,1593
training_table,tov_per_min_p75_last10,True,1.0,2994
training_table,tov_per_min_floor_last10,True,1.0,68
training_table,tov_per_min_ceiling_last10,True,1.0,205
training_table,tov_per_min_vol_last10,True,1.0,57132
training_table,tov_per_min_cv_last10,True,0.07113640405477503,4801
training_table,tov_per_min_ewma_10,True,1.0,73068
training_table,tov_per_min_ewma_5,True,1.0,73068
training_table,tov_per_min_mean_season,True,1.0,73068
training_table,tov_per_min_trend_3v10,True,0.9743088140740639,59195
training_table,tov_raw_mean_last3,True,1.0,26
training_table,tov_raw_mean_last5,True,1.0,37
training_table,tov_raw_mean_last10,True,1.0,63
training_table,tov_raw_median_last10,True,1.0,13
training_table,tov_raw_p25_last10,True,1.0,18
training_table,tov_raw_p75_last10,True,1.0,30
training_table,tov_raw_floor_last10,True,1.0,5
training_table,tov_raw_ceiling_last10,True,1.0,12
training_table,tov_raw_vol_last10,True,1.0,27
training_table,tov_raw_cv_last10,True,0.9720516012530951,1462
training_table,tov_raw_ewma_10,True,1.0,73047
training_table,tov_raw_ewma_5,True,1.0,73046
training_table,tov_raw_mean_season,True,1.0,73047
training_table,tov_raw_trend_3v10,True,0.9919287541553236,429
training_table,fga_per_min_mean_last3,True,1.0,51007
training_table,fga_per_min_mean_last5,True,1.0,66346
training_table,fga_per_min_mean_last10,True,1.0,71220
training_table,fga_per_min_median_last10,True,1.0,8269
training_table,fga_per_min_p25_last10,True,1.0,8093
training_table,fga_per_min_p75_last10,True,1.0,8802
training_table,fga_per_min_floor_last10,True,1.0,345
training_table,fga_per_min_ceiling_last10,True,1.0,460
training_table,fga_per_min_vol_last10,True,1.0,70942
training_table,fga_per_min_cv_last10,True,0.9948973310168402,71728
training_table,fga_per_min_ewma_10,True,1.0,73099
training_table,fga_per_min_ewma_5,True,1.0,73099
training_table,fga_per_min_mean_season,True,1.0,73099
training_table,fga_per_min_trend_3v10,True,1.0,72511
training_table,fga_raw_mean_last3,True,1.0,97
training_table,fga_raw_mean_last5,True,1.0,150
training_table,fga_raw_mean_last10,True,1.0,275
training_table,fga_raw_median_last10,True,1.0,58
training_table,fga_raw_p25_last10,True,1.0,100
training_table,fga_raw_p75_last10,True,1.0,123
training_table,fga_raw_floor_last10,True,1.0,26
training_table,fga_raw_ceiling_last10,True,1.0,43
training_table,fga_raw_vol_last10,True,1.0,84
training_table,fga_raw_cv_last10,True,0.9999589597668915,21493
training_table,fga_raw_ewma_10,True,1.0,73099
training_table,fga_raw_ewma_5,True,1.0,73099
training_table,fga_raw_mean_season,True,1.0,73099
training_table,fga_raw_trend_3v10,True,1.0,4487
training_table,fg3a_per_min_mean_last3,True,1.0,40474
training_table,fg3a_per_min_mean_last5,True,1.0,57137
training_table,fg3a_per_min_mean_last10,True,1.0,62957
training_table,fg3a_per_min_median_last10,True,1.0,5072
training_table,fg3a_per_min_p25_last10,True,1.0,4672
training_table,fg3a_per_min_p75_last10,True,1.0,5989
training_table,fg3a_per_min_floor_last10,True,1.0,183
training_table,fg3a_per_min_ceiling_last10,True,1.0,366
training_table,fg3a_per_min_vol_last10,True,1.0,62834
training_table,fg3a_per_min_cv_last10,True,0.7292028618722555,52264
training_table,fg3a_per_min_ewma_10,True,1.0,71448
training_table,fg3a_per_min_ewma_5,True,1.0,71447
training_table,fg3a_per_min_mean_season,True,1.0,71447
training_table,fg3a_per_min_trend_3v10,True,0.9403001409048003,63881
training_table,fg3a_raw_mean_last3,True,1.0,54
training_table,fg3a_raw_mean_last5,True,1.0,81
training_table,fg3a_raw_mean_last10,True,1.0,144
training_table,fg3a_raw_median_last10,True,1.0,33
training_table,fg3a_raw_p25_last10,True,1.0,50
training_table,fg3a_raw_p75_last10,True,1.0,69
training_table,fg3a_raw_floor_last10,True,1.0,12
training_table,fg3a_raw_ceiling_last10,True,1.0,23
training_table,fg3a_raw_vol_last10,True,1.0,47
training_table,fg3a_raw_cv_last10,True,0.9184804169687684,6663
training_table,fg3a_raw_ewma_10,True,1.0,71394
training_table,fg3a_raw_ewma_5,True,1.0,71394
training_table,fg3a_raw_mean_season,True,1.0,71394
training_table,fg3a_raw_trend_3v10,True,0.9403001409048003,1554
training_table,fta_per_min_mean_last3,True,1.0,23297
training_table,fta_per_min_mean_last5,True,1.0,38348
training_table,fta_per_min_mean_last10,True,1.0,51331
training_table,fta_per_min_median_last10,True,1.0,4487
training_table,fta_per_min_p25_last10,True,1.0,3282
training_table,fta_per_min_p75_last10,True,1.0,5856
training_table,fta_per_min_floor_last10,True,1.0,125
training_table,fta_per_min_ceiling_last10,True,1.0,375
training_table,fta_per_min_vol_last10,True,1.0,51491
training_table,fta_per_min_cv_last10,True,0.32696753717561117,22313
training_table,fta_per_min_ewma_10,True,1.0,72940
training_table,fta_per_min_ewma_5,True,1.0,72946
training_table,fta_per_min_mean_season,True,1.0,72946
training_table,fta_per_min_trend_3v10,True,0.9446914458474124,52295
training_table,fta_raw_mean_last3,True,1.0,55
training_table,fta_raw_mean_last5,True,1.0,83
training_table,fta_raw_mean_last10,True,1.0,141
training_table,fta_raw_median_last10,True,1.0,29
training_table,fta_raw_p25_last10,True,1.0,46
training_table,fta_raw_p75_last10,True,1.0,66
training_table,fta_raw_floor_last10,True,1.0,11
training_table,fta_raw_ceiling_last10,True,1.0,29
training_table,fta_raw_vol_last10,True,1.0,63
training_table,fta_raw_cv_last10,True,0.9607244969151425,6519
training_table,fta_raw_ewma_10,True,1.0,72851
training_table,fta_raw_ewma_5,True,1.0,72850
training_table,fta_raw_mean_season,True,1.0,72851
training_table,fta_raw_trend_3v10,True,0.9703005513071314,1552
training_table,oreb_per_min_mean_last3,True,1.0,16417
training_table,oreb_per_min_mean_last5,True,1.0,32518
training_table,oreb_per_min_mean_last10,True,1.0,49917
training_table,oreb_per_min_median_last10,True,1.0,2261
training_table,oreb_per_min_p25_last10,True,1.0,1639
training_table,oreb_per_min_p75_last10,True,1.0,3252
training_table,oreb_per_min_floor_last10,True,1.0,72
training_table,oreb_per_min_ceiling_last10,True,1.0,251
training_table,oreb_per_min_vol_last10,True,1.0,50055
training_table,oreb_per_min_cv_last10,True,0.10831885525109783,7445
training_table,oreb_per_min_ewma_10,True,1.0,73038
training_table,oreb_per_min_ewma_5,True,1.0,73035
training_table,oreb_per_min_mean_season,True,1.0,73035
training_table,oreb_per_min_trend_3v10,True,0.9064419485902679,51497
training_table,oreb_raw_mean_last3,True,1.0,26
training_table,oreb_raw_mean_last5,True,1.0,37
training_table,oreb_raw_mean_last10,True,1.0,64
training_table,oreb_raw_median_last10,True,1.0,14
training_table,oreb_raw_p25_last10,True,1.0,18
training_table,oreb_raw_p75_last10,True,1.0,29
training_table,oreb_raw_floor_last10,True,1.0,5
training_table,oreb_raw_ceiling_last10,True,1.0,15
training_table,oreb_raw_vol_last10,True,1.0,33
training_table,oreb_raw_cv_last10,True,0.9423247924048208,1698
training_table,oreb_raw_ewma_10,True,1.0,72947
training_table,oreb_raw_ewma_5,True,1.0,72947
training_table,oreb_raw_mean_season,True,1.0,72947
training_table,oreb_raw_trend_3v10,True,0.9815182150234614,496
training_table,dreb_per_min_mean_last3,True,1.0,40803
training_table,dreb_per_min_mean_last5,True,1.0,61282
training_table,dreb_per_min_mean_last10,True,1.0,68862
training_table,dreb_per_min_median_last10,True,1.0,4968
training_table,dreb_per_min_p25_last10,True,1.0,4275
training_table,dreb_per_min_p75_last10,True,1.0,5767
training_table,dreb_per_min_floor_last10,True,1.0,156
training_table,dreb_per_min_ceiling_last10,True,1.0,320
training_table,dreb_per_min_vol_last10,True,1.0,68760
training_table,dreb_per_min_cv_last10,True,0.671117251945991,47874
training_table,dreb_per_min_ewma_10,True,1.0,73099
training_table,dreb_per_min_ewma_5,True,1.0,73099
training_table,dreb_per_min_mean_season,True,1.0,73099
training_table,dreb_per_min_trend_3v10,True,0.9985088715303903,70167
training_table,dreb_raw_mean_last3,True,1.0,49
training_table,dreb_raw_mean_last5,True,1.0,73
training_table,dreb_raw_mean_last10,True,1.0,133
training_table,dreb_raw_median_last10,True,1.0,28
training_table,dreb_raw_p25_last10,True,1.0,46
training_table,dreb_raw_p75_last10,True,1.0,62
training_table,dreb_raw_floor_last10,True,1.0,10
training_table,dreb_raw_ceiling_last10,True,1.0,22
training_table,dreb_raw_vol_last10,True,1.0,47
training_table,dreb_raw_cv_last10,True,0.9974007852364601,5832
training_table,dreb_raw_ewma_10,True,1.0,73099
training_table,dreb_raw_ewma_5,True,1.0,73099
training_table,dreb_raw_mean_season,True,1.0,73099
training_table,dreb_raw_trend_3v10,True,0.9993023160371551,1407
training_table,pf_per_min_mean_last3,True,1.0,29901
training_table,pf_per_min_mean_last5,True,1.0,56466
training_table,pf_per_min_mean_last10,True,1.0,66925
training_table,pf_per_min_median_last10,True,1.0,2624
training_table,pf_per_min_p25_last10,True,1.0,2133
training_table,pf_per_min_p75_last10,True,1.0,3243
training_table,pf_per_min_floor_last10,True,1.0,83
training_table,pf_per_min_ceiling_last10,True,1.0,157
training_table,pf_per_min_vol_last10,True,1.0,66847
training_table,pf_per_min_cv_last10,True,0.2742034774757521,19105
training_table,pf_per_min_ewma_10,True,1.0,73099
training_table,pf_per_min_ewma_5,True,1.0,73099
training_table,pf_per_min_mean_season,True,1.0,73099
training_table,pf_per_min_trend_3v10,True,0.9969493426722664,68550
training_table,pf_raw_mean_last3,True,1.0,18
training_table,pf_raw_mean_last5,True,1.0,28
training_table,pf_raw_mean_last10,True,1.0,49
training_table,pf_raw_median_last10,True,1.0,11
training_table,pf_raw_p25_last10,True,1.0,16
training_table,pf_raw_p75_last10,True,1.0,22
training_table,pf_raw_floor_last10,True,1.0,5
training_table,pf_raw_ceiling_last10,True,1.0,7
training_table,pf_raw_vol_last10,True,1.0,22
training_table,pf_raw_cv_last10,True,0.9942680474425095,1005
training_table,pf_raw_ewma_10,True,1.0,73099
training_table,pf_raw_ewma_5,True,1.0,73099
training_table,pf_raw_mean_season,True,1.0,73099
training_table,pf_raw_trend_3v10,True,0.9986593523851216,331
training_table,usage_proxy_per_min_mean_last3,True,1.0,64520
training_table,usage_proxy_per_min_mean_last5,True,1.0,70629
training_table,usage_proxy_per_min_mean_last10,True,1.0,72397
training_table,usage_proxy_per_min_median_last10,True,1.0,26928
training_table,usage_proxy_per_min_p25_last10,True,1.0,24307
training_table,usage_proxy_per_min_p75_last10,True,1.0,26772
training_table,usage_proxy_per_min_floor_last10,True,1.0,2376
training_table,usage_proxy_per_min_ceiling_last10,True,1.0,3638
training_table,usage_proxy_per_min_vol_last10,True,1.0,72304
training_table,usage_proxy_per_min_cv_last10,True,0.9992612758040466,72568
training_table,usage_proxy_per_min_ewma_10,True,1.0,73099
training_table,usage_proxy_per_min_ewma_5,True,1.0,73099
training_table,usage_proxy_per_min_mean_season,True,1.0,73099
training_table,usage_proxy_per_min_trend_3v10,True,1.0,72877
training_table,fg3m_p_zero_last10,True,1.0,11
training_table,fg3m_p_ge3_last10,True,1.0,11
training_table,fg3_pct_safe,True,1.0,62731
training_table,fg3a_count_last10,True,1.0,144
training_table,fg3a_count_season,True,1.0,1922
training_table,is_low_3pa_last10,True,1.0,2
training_table,fg3a_attempt_trend,True,0.9403001409048003,1554
training_table,per_min_fg3a_last10,True,1.0,62957
training_table,stl_p_zero_last10,True,1.0,11
training_table,stl_p_ge2_last10,True,1.0,11
training_table,stl_p_ge1_last10,True,1.0,11
training_table,stl_per_min_blended,True,1.0,72861
training_table,stl_p_nonzero_last20,True,1.0,90
training_table,stl_zi_lambda_last10,True,1.0,123
training_table,stl_hurdle_rate_last10,True,1.0,1358
training_table,stl_p_ge2_zi,True,1.0,1836
training_table,blk_p_zero_last10,True,1.0,11
training_table,blk_p_ge2_last10,True,1.0,11
training_table,blk_p_ge1_last10,True,1.0,11
training_table,blk_per_min_blended,True,1.0,71651
training_table,blk_p_nonzero_last20,True,1.0,91
training_table,blk_zi_lambda_last10,True,1.0,135
training_table,blk_hurdle_rate_last10,True,1.0,1202
training_table,blk_p_ge2_zi,True,1.0,1574
training_table,tov_p_zero_last10,True,1.0,11
training_table,tov_p_ge2_last10,True,1.0,11
training_table,tov_p_ge1_last10,True,1.0,11
training_table,tov_per_min_blended,True,1.0,73033
training_table,tov_p_nonzero_last20,True,1.0,91
training_table,tov_zi_lambda_last10,True,1.0,168
training_table,tov_hurdle_rate_last10,True,1.0,1750
training_table,tov_p_ge2_zi,True,1.0,2336
training_table,per_min_pf_last10,True,1.0,6026
training_table,slope5_pf,True,1.0,903
training_table,per_min_pts_last10,True,1.0,70309
training_table,per_min_reb_last10,True,1.0,70124
training_table,per_min_ast_last10,True,1.0,64599
training_table,per_min_fga_last10,True,1.0,71220
training_table,per_min_fta_last10,True,1.0,51331
training_table,per_min_stl_last10,True,1.0,47215
training_table,per_min_blk_last10,True,1.0,27730
training_table,ewma10_stl,True,0.0,0
training_table,ewma10_blk,True,0.0,0
training_table,adv_mean_usage_percentage_last10,True,1.0,14761
training_table,reb_chances_per_game,True,0.3778984664632895,70
training_table,reb_chances_sample_last10,True,0.3778984664632895,1
training_table,adv_mean_rebound_chances_total_last10,True,0.3778984664632895,70
training_table,reb_chances_def_per_game,True,0.3778984664632895,51
training_table,reb_chances_off_per_game,True,0.3778984664632895,37
training_table,tov_per_min_mean_last10_gated,True,1.0,1
training_table,reb_regime_shift_gated,True,1.0,1
training_table,pts_regime_shift_gated,True,1.0,1
training_table,blowout_risk_x_mp_vol_gated,True,0.0,0
training_table,rest_days,True,1.0,271
training_table,back_to_back,True,1.0,2
training_table,three_in_4,True,1.0,2
training_table,four_in_6,True,1.0,2
training_table,games_last_7,True,1.0,5
training_table,missed_last_game,True,1.0,2
training_table,missed_2_of_last5,True,1.0,2
training_table,consensus_total,True,0.0,0
training_table,spread_for_team,True,0.9207649899451429,126
training_table,implied_team_total,True,0.9893432194694866,250
training_table,blowout_risk,True,0.0,0
training_table,has_odds,True,1.0,1
training_table,is_home,True,1.0,2
training_table,total_move,True,0.0,0
training_table,spread_move,True,0.0,0
training_table,total_move_abs,True,0.0,0
training_table,spread_move_abs,True,0.0,0
training_table,steam_total_up,True,0.0,0
training_table,steam_total_down,True,0.0,0
training_table,sharp_home_move,True,0.0,0
training_table,adv_usage_percentage_mean_last10,True,0.697683962844909,7573
training_table,adv_estimated_usage_percentage_mean_last10,True,0.697683962844909,7573
training_table,adv_true_shooting_percentage_mean_last10,True,0.697683962844909,10570
training_table,adv_effective_field_goal_percentage_mean_last10,True,0.697683962844909,6405
training_table,adv_assist_percentage_mean_last10,True,0.697683962844909,6288
training_table,adv_assist_to_turnover_mean_last10,True,0.697683962844909,241
training_table,adv_pace_mean_last10,True,0.697683962844909,33741
training_table,adv_rebound_chances_total_mean_last10,True,0.0011354464493358322,1
training_table,adv_rebound_chances_def_mean_last10,True,0.0011354464493358322,1
training_table,adv_rebound_chances_off_mean_last10,True,0.0011354464493358322,1
training_table,adv_rebound_percentage_mean_last10,True,0.697683962844909,4712
training_table,adv_offensive_rebound_percentage_mean_last10,True,0.697683962844909,2928
training_table,adv_defensive_rebound_percentage_mean_last10,True,0.697683962844909,5757
training_table,adv_free_throw_attempt_rate_mean_last10,True,0.8026648791365135,11375
training_table,adv_pct_fga_mean_last10,True,0.7660980314368185,7659
training_table,adv_pct_fta_mean_last10,True,0.7660980314368185,5205
training_table,adv_pct_points_mean_last10,True,0.7660980314368185,7847
training_table,adv_assist_ratio_mean_last10,True,0.697683962844909,5262
training_table,adv_pct_3pa_mean_last10,True,0.7660980314368185,7200
training_table,adv_pct_steals_mean_last10,True,0.7660980314368185,455
training_table,adv_pct_blocks_mean_last10,True,0.7660980314368185,225
training_table,adv_pace_ewma,True,1.0,70536
training_table,adv_assist_percentage_ewma,True,1.0,70507
training_table,adv_usage_percentage_ewma,True,1.0,70536
training_table,adv_assist_ratio_ewma,True,1.0,70507
training_table,adv_free_throw_attempt_rate_ewma,True,1.0,70658
training_table,opp_allowed_pts_ewma,True,1.0,7390
training_table,opp_allowed_pts_mean,True,1.0,369
training_table,opp_allowed_pts_factor,True,1.0,369
training_table,opp_allowed_reb_ewma,True,1.0,7380
training_table,opp_allowed_reb_mean,True,1.0,191
training_table,opp_allowed_reb_factor,True,1.0,191
training_table,opp_allowed_ast_ewma,True,1.0,7373
training_table,opp_allowed_ast_mean,True,1.0,151
training_table,opp_allowed_ast_factor,True,1.0,151
training_table,opp_allowed_fg3m_ewma,True,1.0,7376
training_table,opp_allowed_fg3m_mean,True,1.0,94
training_table,opp_allowed_fg3m_factor,True,1.0,94
training_table,opp_allowed_blk_ewma,True,1.0,7358
training_table,opp_allowed_blk_mean,True,1.0,68
training_table,opp_allowed_blk_factor,True,1.0,68
training_table,opp_allowed_blk_big_ewma,True,1.0,7343
training_table,opp_allowed_blk_guard_ewma,True,1.0,7282
training_table,opp_allowed_stl_ewma,True,1.0,7373
training_table,opp_allowed_stl_mean,True,1.0,90
training_table,opp_allowed_stl_factor,True,1.0,90
training_table,opp_allowed_stl_guard_ewma,True,1.0,7353
training_table,opp_allowed_stl_big_ewma,True,1.0,7346
training_table,opp_oreb_allowed_last10,True,1.0,106
training_table,opp_3pa_allowed_last10,True,1.0,205
training_table,opp_3pm_allowed_last10,True,1.0,94
training_table,opp_fga_allowed_last10,True,1.0,247
training_table,opp_allowed_pts_guard_ewma,True,1.0,7384
training_table,opp_allowed_pts_big_ewma,True,1.0,7386
training_table,opp_allowed_reb_guard_ewma,True,1.0,7372
training_table,opp_allowed_reb_big_ewma,True,1.0,7384
training_table,opp_allowed_ast_guard_ewma,True,1.0,7370
