date,path,exists,size_bytes,row_count,file_type
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/close_lock/market_comparison.csv,True,1178557,,.csv
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/close_lock/market_comparison.parquet,True,81304,0.0,.parquet
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/close_lock/outcome_level_probabilities.csv,True,912348,,.csv
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/close_lock/outcome_level_probabilities.parquet,True,108930,0.0,.parquet
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/close_lock/prop_summary.csv,True,29406,,.csv
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/close_lock/prop_summary.parquet,True,11197,0.0,.parquet
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/close_lock/snapshot_manifest.json,True,1214,,.json
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/close_lock/snapshot_report.md,True,298,,.md
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/lineup/full_pmf_wide.csv,True,575318,,.csv
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/lineup/full_pmf_wide.parquet,True,286189,0.0,.parquet
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/lineup/market_comparison.csv,True,1152777,,.csv
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/lineup/market_comparison.parquet,True,86613,0.0,.parquet
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/lineup/outcome_level_probabilities.csv,True,912975,,.csv
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/lineup/outcome_level_probabilities.parquet,True,110025,0.0,.parquet
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/lineup/prop_summary.csv,True,29406,,.csv
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/lineup/prop_summary.parquet,True,12362,0.0,.parquet
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/lineup/snapshot_manifest.json,True,1210,,.json
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/lineup/snapshot_report.md,True,294,,.md
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/morning/full_pmf_wide.csv,True,574749,,.csv
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/morning/full_pmf_wide.parquet,True,287535,0.0,.parquet
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/morning/market_comparison.csv,True,1144014,,.csv
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/morning/market_comparison.parquet,True,86283,0.0,.parquet
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/morning/outcome_level_probabilities.csv,True,914326,,.csv
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/morning/outcome_level_probabilities.parquet,True,110257,0.0,.parquet
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/morning/prop_summary.csv,True,29406,,.csv
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/morning/prop_summary.parquet,True,12362,0.0,.parquet
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/morning/snapshot_manifest.json,True,1211,,.json
2026-05-12,deliveries/2026-05-12/derek_game_snapshots/21707976/morning/snapshot_report.md,True,295,,.md
2026-05-12,deliveries/2026-05-12/pmf_model_review_package/01_START_HERE.html,True,3914,,.html
2026-05-12,deliveries/2026-05-12/pmf_model_review_package/02_MODEL_REVIEW_OVERVIEW.html,True,2674,,.html
2026-05-12,deliveries/2026-05-12/pmf_model_review_package/03_PMF_DISTRIBUTION_VIEWER.html,True,1191145,,.html
2026-05-12,deliveries/2026-05-12/pmf_model_review_package/04_PROP_SUMMARY.csv,True,185469,,.csv
2026-05-12,deliveries/2026-05-12/pmf_model_review_package/04_PROP_SUMMARY.parquet,True,38099,0.0,.parquet
2026-05-12,deliveries/2026-05-12/pmf_model_review_package/05_FULL_PMF_WIDE.csv,True,684030,,.csv
2026-05-12,deliveries/2026-05-12/pmf_model_review_package/05_FULL_PMF_WIDE.parquet,True,375904,0.0,.parquet
2026-05-12,deliveries/2026-05-12/pmf_model_review_package/06_OUTCOME_LEVEL_PROBABILITIES.csv,True,7953130,,.csv
2026-05-12,deliveries/2026-05-12/pmf_model_review_package/06_OUTCOME_LEVEL_PROBABILITIES.parquet,True,152606,0.0,.parquet
2026-05-12,deliveries/2026-05-12/pmf_model_review_package/MODEL_PERFORMANCE_AND_CALIBRATION.md,True,858,,.md
2026-05-12,deliveries/2026-05-12/pmf_model_review_package/README.md,True,1934,,.md
2026-05-12,deliveries/2026-05-12/pmf_model_review_package/machine_readable/model_only.csv,True,684030,,.csv
2026-05-12,deliveries/2026-05-12/pmf_model_review_package/machine_readable/model_only.jsonl,True,1033292,,.jsonl
2026-05-12,deliveries/2026-05-12/pmf_model_review_package/machine_readable/model_only.parquet,True,375904,0.0,.parquet
2026-05-12,deliveries/2026-05-12/wizard_of_odds/README.md,True,3234,,.md
2026-05-12,deliveries/2026-05-12/wizard_of_odds/count_diagnostics.json,True,143,,.json
2026-05-12,deliveries/2026-05-12/wizard_of_odds/fair_odds_board.csv,True,6354044,,.csv
2026-05-12,deliveries/2026-05-12/wizard_of_odds/fair_odds_board.jsonl,True,13558557,,.jsonl
2026-05-12,deliveries/2026-05-12/wizard_of_odds/fair_odds_board.parquet,True,275190,0.0,.parquet
2026-05-12,deliveries/2026-05-12/wizard_of_odds/full_pmfs_outcome_level.csv,True,7953130,,.csv
2026-05-12,deliveries/2026-05-12/wizard_of_odds/full_pmfs_outcome_level.parquet,True,152606,0.0,.parquet
2026-05-12,deliveries/2026-05-12/wizard_of_odds/full_pmfs_wide.csv,True,684030,,.csv
2026-05-12,deliveries/2026-05-12/wizard_of_odds/full_pmfs_wide.parquet,True,375904,0.0,.parquet
2026-05-12,deliveries/2026-05-12/wizard_of_odds/market_comparison.csv,True,1023189,,.csv
2026-05-12,deliveries/2026-05-12/wizard_of_odds/market_comparison.parquet,True,89034,0.0,.parquet
2026-05-12,deliveries/2026-05-12/wizard_of_odds/omitted_bets.json,True,233,,.json
2026-05-12,deliveries/2026-05-12/wizard_of_odds/publishable_edges.csv,True,869272,,.csv
2026-05-12,deliveries/2026-05-12/wizard_of_odds/publishable_edges.parquet,True,84353,0.0,.parquet
2026-05-12,deliveries/2026-05-12/wizard_of_odds/run_manifest.json,True,4194,,.json
