stat,role_bucket,n,pit_ks_statistic,pit_ks_pvalue,mean_pred,mean_actual,mean_error,mean_pred_variance,actual_variance,variance_error,mean_p0_pred,actual_p0_rate,p0_error,mean_nll,mean_rps,gate_pass,dominant_failure
pr,bench,3286,0.0856649726110774,1.985693668277543e-21,7.478565322580646,8.009129640900792,-0.5305643183201454,40.053457033479155,44.0114808614647,-3.958023827985542,0.09066594643944,0.1001217285453438,-0.0094557821059038,3.052671512388017,3.420602658091145,False,PIT_shape
pr,core,5248,0.1234615853658535,3.53889624486047e-70,16.742466968368905,17.97313262195122,-1.2306656535823135,77.44468046495565,79.21021564399678,-1.7655351790411231,0.0101198170731707,0.0057164634146341,0.0044033536585365,3.4471351347153965,4.305019413843846,False,PIT_shape
pr,fringe,1296,0.1321722222222222,3.339157222930494e-20,4.666383950617285,4.738425925925926,-0.0720419753086405,27.672510266257717,28.27185678155007,-0.5993465152923534,0.1937645061728395,0.2353395061728395,-0.0415749999999999,2.621788921887583,2.625060457175926,False,PIT_shape
pr,inactive_risk,1237,0.3252264349232014,5.557915877894791e-117,5.832676798706549,10.835084882780922,-5.002408084074373,58.603235244025875,108.26059605180866,-49.65736080778279,0.3243957962813258,0.1447049312853678,0.179690864995958,3.473995349724966,5.026127053690382,False,PIT_shape
pr,rotation,4772,0.1184474853310982,8.59810331622101e-59,11.382224549455156,12.346186085498744,-0.9639615360435876,53.68089477578216,53.85794228557336,-0.1770475097912012,0.0288164606035205,0.0236797988264878,0.0051366617770326,3.2776833026162167,3.778035296590004,False,PIT_shape
pr,starter,3369,0.1175008904719501,5.535502110584072e-41,24.01378509943604,25.167408726625112,-1.1536236271890736,113.26108876581172,99.91676505734148,13.344323708470256,0.0044070050460077,0.0002968239833778,0.0041101810626298,3.597206955142525,4.812765273867617,False,PIT_shape
pra,bench,3286,0.0921458612294583,9.897396181716472e-25,8.627152130249545,9.18928788800974,-0.5621357577601938,50.8062466301263,53.06216157445464,-2.255914944328339,0.0729863055386488,0.0806451612903225,-0.0076588557516737,3.179141430135638,3.779058484275715,False,PIT_shape
pra,core,5248,0.1413335365853657,6.328429527342554e-92,19.5486658441311,20.99637957317073,-1.4477137290396307,101.9228344560999,94.219689636412,7.703144819687893,0.0065595464939024,0.002858231707317,0.0037013147865853,3.56173983670682,4.716301731234281,False,PIT_shape
pra,fringe,1296,0.1073493827160494,1.8463254209482939e-13,5.381869598765434,5.460648148148148,-0.0787785493827142,34.5533329817554,34.961414394718794,-0.4080814129633907,0.1660092978395062,0.1944444444444444,-0.0284351466049382,2.7587213703487588,2.9441517768595684,False,PIT_shape
pra,inactive_risk,1237,0.3353295068714633,1.5528522534408143e-124,6.810123848019403,12.704122877930477,-5.893999029911074,72.91682407545271,145.8413168741492,-72.92449279869648,0.2737607922392887,0.1236863379143088,0.1500744543249798,3.618275110420633,5.774813101988685,False,PIT_shape
pra,rotation,4772,0.1303241408214587,3.977302761473803e-71,13.183413558256497,14.274727577535623,-1.0913140192791282,69.57877793193524,63.34133112863595,6.237446803299285,0.0212431789606035,0.0129924559932942,0.0082507229673093,3.386656727107257,4.1440349672516765,False,PIT_shape
pra,starter,3369,0.136639551795785,2.5192004306393766e-55,28.38915402196498,29.73137429504304,-1.342220273078059,151.63882554785687,124.90646890383316,26.732356644023696,0.0022944197091124,0.0,0.0022944197091124,3.696385686767653,5.235976669961413,False,PIT_shape
ra,bench,3286,0.143700882531954,1.1245458083758758e-59,3.672919050517347,3.8901399878271454,-0.2172209373097979,11.55467773524498,11.191521769813026,0.3631559654319538,0.174561685940353,0.1345100426049908,0.0400516433353621,2.3692862086370163,1.6643698088861838,False,PIT_shape
ra,core,5248,0.1806335365853658,2.659591360292433e-150,7.372901591082317,7.932355182926829,-0.5594535918445125,20.291824793310315,18.172062898235332,2.1197618950749835,0.036683993902439,0.0099085365853658,0.0267754573170731,2.702514428210999,2.0040745912676257,False,PIT_shape
ra,fringe,1296,0.2251172839506173,3.442561827500574e-58,2.274670370370371,2.3526234567901234,-0.0779530864197526,7.754855253074847,7.340934475499162,0.4139207775756857,0.3214154706790124,0.2746913580246913,0.046724112654321,2.017528474009172,1.2999441192631171,False,PIT_shape
ra,inactive_risk,1237,0.3851636216653195,1.261760696731722e-165,2.6015611560226355,4.8965238480194015,-2.294962691996766,12.200552758316494,22.76859745557517,-10.568044697258674,0.4165861762328213,0.1746160064672595,0.2419701697655618,2.7581044097328196,2.395289331921989,False,PIT_shape
ra,rotation,4772,0.1738113998323555,1.521867791398282e-126,5.352159178541492,5.755658005029338,-0.4034988264878461,15.264383845277662,13.383297827716722,1.8810860175609392,0.0804273679798826,0.0329002514668901,0.0475271165129924,2.5709629968182837,1.8091774798606457,False,PIT_shape
ra,starter,3369,0.1589399079845652,8.234434099064451e-75,9.888617008014249,10.284357376075986,-0.3957403680617375,26.983547428664295,23.859776085995605,3.1237713426686895,0.0147195903829029,0.0011872959335114,0.0135322944493915,2.827494495453433,2.212321887422084,False,PIT_shape
stl,bench,3286,0.4179189557563035,0.0,0.6214774710177476,0.503043213633597,0.1184342573841505,1.6784621049460535,0.6699542202871771,1.0085078846588766,0.650262448711533,0.6475958612294583,0.0026665874820747,1.6336263294317697,0.3638314941349927,False,PIT_shape
stl,core,5248,0.2547474986112359,9.944355823885139e-301,1.0672981461879805,0.9260670731707316,0.1412310730172488,2.497532358763707,1.082567458915824,1.4149648998478828,0.4438545478652083,0.4296875,0.0141670478652082,2.212709650922781,0.5377374233325111,False,PIT_shape
stl,fringe,1296,0.5269065337012814,0.0,0.4248062723849251,0.294753086419753,0.130053185965172,1.239642887909265,0.3915156797744245,0.8481272081348403,0.7524768733840029,0.7739197530864198,-0.0214428797024168,1.0891542824385323,0.2468906652702235,False,PIT_shape
stl,inactive_risk,1237,0.4114387760898155,6.06520375998724e-190,0.7030307250524237,0.5448666127728375,0.1581641122795861,1.7712114370828658,0.737881894091437,1.0333295429914289,0.6237138566933946,0.6273241713823767,-0.003610314688982,1.1136652838678152,0.340458455835888,False,PIT_shape
stl,rotation,4772,0.3267720362481252,0.0,0.871041093496527,0.7493713327745181,0.1216697607220089,2.1811809730760348,0.9204208118185924,1.2607601612574424,0.5296375933096105,0.508382229673093,0.0212553636365174,1.9356163931439156,0.4714025458135202,False,PIT_shape
stl,starter,3369,0.2375727000585981,8.80011787755435e-168,1.2394401380466329,1.1172454734342534,0.1221946646123794,2.728687083407182,1.2753600587692104,1.4533270246379717,0.3794248272683174,0.358860195903829,0.0205646313644883,2.5051809067800184,0.6100438091605267,False,PIT_shape
stocks,bench,6572,0.2939646733042403,0.0,0.981162577459269,0.8271454656116859,0.1540171118475831,2.745048445584216,1.2135784006291654,1.5314700449550505,0.5274239756044912,0.5133901399878271,0.014033835616664,2.262098959235588,0.5368030089078994,False,PIT_shape
stocks,core,10496,0.1878202743902438,0.0,1.665220080428189,1.4717987804878048,0.1934212999403841,4.110250802173706,2.0035873131692443,2.1066634890044615,0.3136205630294068,0.2835365853658536,0.0300839776635531,2.737901886445558,0.7474985226292961,False,PIT_shape
stocks,fringe,2592,0.4194735402609809,0.0,0.6741241250320834,0.4861111111111111,0.1880130139209723,2.0159934972425155,0.8053626543209876,1.2106308429215278,0.6473263612723317,0.6859567901234568,-0.0386304288511251,1.525653513797369,0.3727602484544918,False,PIT_shape
stocks,inactive_risk,2474,0.3356343307354555,4.951998667830264e-249,1.1150785804144774,0.9062247372675828,0.2088538431468944,2.9434846666946,1.4867599591940497,1.4567247075005505,0.5039399738184235,0.4987873888439774,0.005152584974446,1.4429677540838368,0.4947450860786272,False,PIT_shape
stocks,rotation,9544,0.2346813646551529,0.0,1.3669384927789263,1.2078792958927074,0.1590591968862189,3.580317802803235,1.6671801631337877,1.9131376396694473,0.3940357658347514,0.3623218776194468,0.0317138882153046,2.4390108636397065,0.6561527927002878,False,PIT_shape
stocks,starter,6738,0.1863272781240725,2.9369758699048876e-205,1.9004641567342877,1.6951617690709408,0.2053023876633466,4.523166157062616,2.0747792035725308,2.4483869534900853,0.2613068475162711,0.2243989314336598,0.0369079160826113,3.053454871543193,0.8078970566046482,False,PIT_shape
