stat,role_bucket,n,before_n,before_mean_ae,before_variance_ae,before_p0_error,before_pit_ks,before_nll,before_rps,before_mean_pass,before_variance_pass,before_p0_pass,before_pit_pass,before_internal_pass,after_n,after_mean_ae,after_variance_ae,after_p0_error,after_pit_ks,after_nll,after_rps,after_mean_pass,after_variance_pass,after_p0_pass,after_pit_pass,after_internal_pass,mean_ae_abs_error_delta,variance_ae_abs_error_delta,p0_abs_error_delta,pit_ks_delta,nll_delta,rps_delta
pts,bench,3286,3286.0,1.0627745463804845,0.9835872863428642,0.04260790236527165,0.05942432542097789,2.712569466182693,0.031805527465152736,False,True,False,True,False,3286.0,1.0344261560877779,0.9522899734964579,0.04823566757319328,0.06318511451183981,2.7108363036051277,0.031730514663979074,False,True,False,True,False,-0.028348390292706638,0.031297312846406244,0.005627765207921631,0.0037607890908619157,-0.0017331625775653947,-7.501280117366144e-05
blk,rotation,4772,4772.0,0.924525281346876,0.396858441992406,-0.03888896702168132,0.20844437398076038,1.4362827999083723,0.027954132308759067,False,False,False,False,False,4772.0,1.058255585947541,0.6055621202297263,-0.04383819613148643,0.21191445590361913,1.4294436122068994,0.027906160829826585,False,False,False,False,False,-0.01721913270558295,-0.2087036782373204,0.004949229109805109,0.0034700819228587476,-0.006839187701472849,-4.79714789324813e-05
blk,starter,3369,3369.0,0.8741495538970988,0.39600215335825434,-0.024394283994064736,0.16481775889779304,1.9096463693025203,0.034249944133274444,False,False,True,False,False,3369.0,0.9953415611792416,0.5960283352437871,-0.029559619177508045,0.16708750345870466,1.9004627702053507,0.03410823834751353,True,False,True,False,False,-0.12119200728214274,-0.20002618188553278,0.005165335183443309,0.002269744560911613,-0.009183599097169592,-0.00014170578576091358
stl,inactive_risk,1237,1237.0,0.7750253201696239,0.35297353790540226,0.003610314688982097,0.16909026449530196,1.1639238105540228,0.030950768712353454,False,False,True,False,False,1237.0,1.0583221994405863,0.8112531066395821,-0.028316399131716796,0.16917863708255362,1.1501235475862357,0.030661333898481625,False,False,True,False,False,-0.16665248038978986,-0.45827956873417985,0.0247060844427347,8.837258725166719e-05,-0.013800262967787136,-0.0002894348138718292
tov,inactive_risk,1237,1237.0,1.172905281804753,0.5870060875360412,-0.145936146654371,0.22408490727811672,1.4216094987728993,0.038570279990883805,False,False,False,False,False,1237.0,1.172905281804753,0.5870060875360412,-0.145936146654371,0.22408490727811672,1.4216094987728993,0.038570279990883805,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
stl,fringe,1296,1296.0,0.6938529526999818,0.34184801822114685,0.02144287970241676,0.2739197530864198,1.1957554441512197,0.022444605933656683,False,False,True,False,False,1296.0,1.0134335792756417,0.8440769802296092,-0.010214863281189701,0.2739197530864198,1.1827312888296295,0.022005863255896593,True,False,True,False,False,-0.2927134680243765,-0.5022289620084623,-0.01122801642122706,0.0,-0.01302415532159018,-0.00043874267776009
stocks,starter,3369,3369.0,0.8919282385300791,0.4859307954849514,-0.032996954159879716,0.05372514099139214,3.425380111634882,0.038467157125360356,False,False,False,True,False,3369.0,0.9952315327956114,0.7144381015798743,-0.033052611467889265,0.05372514099139214,3.40282904983223,0.03801915424338255,True,False,False,True,False,-0.10330329426553231,-0.22850730609492287,5.5657308009549045e-05,0.0,-0.022551061802651873,-0.0004480028819778062
ast,fringe,1296,1296.0,1.0051825124291003,0.753708746585331,-0.06315698828919802,0.23576543209876544,1.1606469220194153,0.019486172625149102,True,False,False,False,False,1296.0,1.0164685898242614,0.7812706616358525,-0.06342160703144162,0.23569164814878302,1.1598023420940882,0.019481299857496453,True,False,False,False,False,0.011286077395161076,-0.027561915050521413,0.00026461874224359416,-7.378394998242e-05,-0.0008445799253271602,-4.872767652649296e-06
blk,inactive_risk,1237,1237.0,0.8762741120202412,0.38608620485896983,-0.017485996408461046,0.25990299110751824,0.784123400580827,0.022347113225343537,False,False,True,False,False,1237.0,1.0042763551793383,0.5885699297436257,-0.021864355827936,0.2590945836701698,0.7787567190986678,0.022307994121178173,True,False,True,False,False,-0.11944953280042048,-0.20248372488465582,0.004378359419474953,-0.0008084074373484462,-0.00536668148215913,-3.911910416536449e-05
pts,fringe,1296,1296.0,0.9942903179443626,0.907825083938997,0.10292270626066746,0.18181481481481482,2.2380656022596437,0.023860970054081942,True,True,False,False,False,1296.0,1.0236112589144386,0.9830495976158431,0.10024864494015734,0.18015082811367203,2.237803429937747,0.023873039203560622,False,True,False,False,False,0.017901576858801227,-0.07522451367684613,-0.002674061320510124,-0.001663986701142789,-0.0002621723218965144,1.2069149478679403e-05
fg3m,starter,3369,3369.0,1.0154329206610309,1.89806180085273,0.07257925486613334,0.08091171804217911,2.4602285500217325,0.05094461841881981,True,False,False,False,False,3369.0,1.0023022251530125,1.086582002063228,0.038481564966350995,0.07924033404188452,2.258888988772776,0.05296346235257095,True,True,False,True,False,-0.013130695508018375,-0.8114797987895019,-0.034097689899782346,-0.0016713840002945957,-0.20133956124895658,0.0020188439337511382
blk,bench,3286,3286.0,0.9010425651598315,0.42327164373958664,-0.02552698002745224,0.2702373706634206,1.3491754784181536,0.022482436109999893,False,False,True,False,False,3286.0,1.1302795550563867,0.7825660569869688,-0.037469666028690396,0.2684114424832623,1.3436719905029915,0.02244450363217765,False,False,False,False,False,0.03132212021621816,-0.3592944132473821,0.011942686001238156,-0.0018259281801582539,-0.005503487915162086,-3.7932477822241045e-05
blk,fringe,1296,1296.0,0.768022151370688,0.34055294190269103,0.0035026614645151666,0.3564814814814815,0.8618525306855631,0.014137817696433646,False,False,True,False,False,1296.0,1.1144095069161832,0.8736635387086148,-0.01531283342479639,0.35416666666666663,0.8561282430785367,0.014100000964234041,False,False,True,False,False,-0.1175683417131288,-0.5331105968059238,0.011810171960281224,-0.0023148148148148806,-0.005724287607026368,-3.781673219960431e-05
fg3m,inactive_risk,1237,1237.0,1.0127434044615071,2.126465526909004,0.008844123836708406,0.22109943411479382,3.6659019151396603,0.030777600097885657,True,False,True,False,False,1237.0,0.7870399378595818,0.3127401206861899,0.0038950809257024543,0.21842385404334363,1.5705100523463398,0.030034883265521325,False,False,True,False,False,0.20021665767891106,-0.439205647595194,-0.004949042911005952,-0.00267558007145019,-2.0953918627933206,-0.0007427168323643311
reb,fringe,1296,1296.0,1.0390811391419665,0.7743473398414189,-0.06704998072653223,0.13424074074074074,1.7063187159707296,0.030449947566969726,False,False,False,False,False,1296.0,1.0544880559972418,0.8654997543107033,-0.06070446007778413,0.13056474386854344,1.700923137301738,0.030392023840063308,False,False,False,False,False,0.015406916855275288,-0.09115241446928435,-0.006345520648748104,-0.0036759968721973013,-0.005395578668991652,-5.7923726906418394e-05
reb,bench,3286,3286.0,1.0669392895069552,0.8052059529713554,-0.0740574575351041,0.08583026342484329,2.058392161008844,0.040010893031064136,False,False,False,False,False,3286.0,1.0508371326434258,0.9282422400777027,-0.029120640715210117,0.07951133613513231,2.0508363420798603,0.0399854078690404,False,True,True,True,False,-0.016102156863529338,-0.12303628710634729,-0.04493681681989398,-0.006318927289710979,-0.007555818928983715,-2.548516202373341e-05
fg3m,fringe,1296,1296.0,0.9388651444266163,2.524198489677516,0.03861509974762933,0.2812448409691357,3.6131924670337288,0.021974341514755424,False,False,False,False,False,1296.0,0.9967324531140729,2.5341701998021735,0.026589701916285735,0.2685185185185185,3.598063572000781,0.021451997507328662,True,False,True,False,False,-0.0578673086874566,0.009971710124657474,-0.012025397831343598,-0.012726322450617222,-0.015128895032947565,-0.0005223440074267616
tov,core,5248,5248.0,1.0248763454489458,0.5421840379413402,-0.14173125821364024,0.1362510162601626,1.622555843174023,0.05354904044885583,False,False,False,False,False,5248.0,1.0088252919591811,0.8404632331889657,-0.0267888913496121,0.11197398529691777,1.5617789479615096,0.0528710167581544,True,False,True,False,False,-0.016051053489764655,-0.2982791952476255,-0.11494236686402814,-0.024277030963244822,-0.06077689521251339,-0.0006780236907014264
ast,inactive_risk,1237,1237.0,1.171354606226965,0.7624947960014461,-0.10935794094409335,0.19340070061977915,1.7919631594508914,0.03066637218235842,False,False,False,False,False,1237.0,1.072220939850524,0.8281108525311983,-0.08145018794087955,0.16629795833793487,1.7658417677514218,0.029746262060003716,False,False,False,False,False,-0.09913366637644105,-0.06561605652975222,-0.027907753003213798,-0.027102742281844283,-0.026121391699469587,-0.0009201101223547045
ast,rotation,4772,4772.0,1.0669088482025064,0.6754128058658733,-0.13179660904532853,0.12859485889913383,1.7923306266339298,0.03317224508637625,False,False,False,False,False,4772.0,1.045525322090543,0.8865080269293997,-0.05090411326812938,0.10089579734596757,1.7465582557587287,0.03260524765226824,False,False,False,False,False,-0.02138352611196348,-0.2110952210635264,-0.08089249577719915,-0.02769906155316626,-0.04577237087520114,-0.0005669974341080061
fg3m,bench,3286,3286.0,0.9085902581404837,2.1023541989923977,0.07360342409525233,0.19728652708460137,3.4759609675778353,0.030706285387910252,False,False,False,False,False,3286.0,0.7901817887197152,0.37301654396197376,0.03721946874497983,0.16768124657886896,1.9015260758240613,0.028960049542293136,False,False,False,False,False,0.11840846942076844,-0.47537074295437143,-0.0363839553502725,-0.029605280505732412,-1.574434891753774,-0.0017462358456171168
pts,inactive_risk,1237,1237.0,1.1427966639636835,0.8235687051053948,-0.0020842296900293045,0.10856985375174544,3.012133244148793,0.03316688234770958,False,False,True,False,False,1237.0,1.030954813841448,0.9106991013161719,0.018150198582207788,0.07829728289887389,2.989708688819443,0.0325602725089696,False,True,True,True,False,-0.11184185012223558,-0.08713039621077712,0.016065968892178484,-0.03027257085287155,-0.02242455532935006,-0.0006066098387399813
pts,rotation,4772,4772.0,1.0833114927202212,0.9203589592370659,0.011662379657644814,0.07328541492036883,3.02948850925511,0.03740645049711579,False,True,True,True,False,4772.0,1.0308263269096396,0.8949364984166199,0.019699660019643385,0.041661980195954795,3.0200287106536523,0.03702245378128654,False,False,True,True,False,-0.0524851658105816,0.02542246082044597,0.00803728036199857,-0.031623434724414035,-0.009459798601457514,-0.0003839967158292476
fg3m,rotation,4772,4772.0,0.9038090812483165,1.9231371178550793,0.09844088637707782,0.1646227427460185,2.5913950712771037,0.03750785575243365,False,False,False,False,False,4772.0,0.8878034054450178,0.6079581866762661,0.05343199504481777,0.13171478200496978,1.9661025525307791,0.036892603495789336,False,False,False,False,False,0.016005675803298702,-0.5310953045313455,-0.04500889133226005,-0.032907960741048736,-0.6252925187463245,-0.0006152522566443136
reb,inactive_risk,1237,1237.0,1.1873567840668804,0.7404805829637893,-0.13433673087208678,0.16471938463045993,2.228773758103775,0.038109682788254634,False,False,False,False,False,1237.0,1.1800056731618638,0.8529276442901658,-0.05798448087652744,0.1266423578448327,2.150526491903634,0.03763881677780515,False,False,False,False,False,-0.007351110905016611,-0.1124470613263765,-0.07635224999555934,-0.038077026785627244,-0.07824726620014122,-0.0004708660104494819
pts,core,5248,5248.0,1.0684094185700685,0.8602180179298088,-0.0031498500522826704,0.07835365853658532,3.2760336394968133,0.04466158680113074,False,False,True,True,False,5248.0,1.028631538169761,0.9465608282509582,0.0033085894362699098,0.03450207912549874,3.2597858475550487,0.04412557837006365,False,True,True,True,False,-0.0397778804003075,-0.08634281032114943,0.00015873938398723933,-0.04385157941108658,-0.01624779194176451,-0.0005360084310670893
reb,starter,3369,3369.0,1.0333247983392473,0.5848240557881892,-0.04520116979365839,0.10883081032947461,2.4313418279301544,0.04893134901468135,False,False,False,False,False,3369.0,1.0258594214764396,0.8808288025920683,-0.007300404640536065,0.04509002537553518,2.3618744176790503,0.04760809425242947,False,False,True,True,False,-0.007465376862807682,-0.2960047468038791,-0.03790076515312232,-0.06374078495393944,-0.06946741025110414,-0.0013232547622518825
reb,rotation,4772,4772.0,1.0728941711419582,0.6858747309446668,-0.07791332435130971,0.11564361553506569,2.2385022798813274,0.0431884337794012,False,False,False,False,False,4772.0,1.0535853560057202,0.9216376726195683,-0.018234689072851223,0.05173022391241569,2.194151940294057,0.04237746240136147,False,True,True,True,False,-0.019308815136237945,-0.23576294167490153,-0.059678635278458486,-0.06391339162265,-0.044350339587270415,-0.0008109713780397321
ast,starter,3369,3369.0,1.0390203222150305,0.5673400489021615,-0.0721787011746603,0.1191403977441377,2.248372733516348,0.04938938644314422,False,False,False,False,False,3369.0,1.0256212807041718,0.8380440512776905,-0.015401559934507203,0.04965814551212336,2.1684928684679248,0.047910361857793675,False,False,True,True,False,-0.013399041510858689,-0.27070400237552905,-0.056777141240153095,-0.06948225223201435,-0.07987986504842315,-0.0014790245853505482
reb,core,5248,5248.0,1.0703519223471594,0.6357074933804155,-0.0642988928423337,0.12896849593495935,2.345528960881439,0.04641695869694548,False,False,False,False,False,5248.0,1.0471612537762134,0.915568133524804,-0.011144095221116222,0.05365569941123194,2.2796351360878075,0.04504645197076447,False,True,True,True,False,-0.023190668570945983,-0.2798606401443885,-0.05315479762121748,-0.07531279652372741,-0.0658938247936316,-0.0013705067261810117
ast,core,5248,5248.0,1.0722595422077252,0.6390796934354446,-0.10797086452381383,0.13228658536585367,2.027243257714946,0.041000911252374844,False,False,False,False,False,5248.0,1.0451935514406856,0.8891157767096991,-0.02559003921121958,0.05644816874815092,1.9680517772404873,0.03996007853114263,False,False,True,True,False,-0.027065990767039638,-0.25003608327425453,-0.08238082531259425,-0.07583841661770274,-0.05919148047445888,-0.0010408327212322113
tov,starter,3369,3369.0,1.0347902705760563,0.5494409215837803,-0.1276068466572895,0.141231374295043,1.8504754097837952,0.0658333775130586,False,False,False,False,False,3369.0,1.021203370965226,0.8825420389651188,-0.0109413058234398,0.06209404799691709,1.7756970473352185,0.06447320066690294,False,False,True,True,False,-0.013586899610830372,-0.3331011173813385,-0.1166655408338497,-0.07913732629812592,-0.07477836244857672,-0.0013601768461556502
pts,starter,3369,3369.0,1.047506216769778,0.7332883404010296,-0.006277118567905356,0.07065657465123176,3.4672146883541415,0.05152628380082274,False,False,True,True,False,3369.0,1.0064021280456066,0.9814524496045516,-3.876023727689571e-05,0.013009392744267267,3.4365572053810194,0.05070349074192158,True,True,True,True,True,-0.04110408872417137,-0.24816410920352194,-0.006238358330628461,-0.057647181906964495,-0.030657482973122097,-0.0008227930589011639
