stat,role_bucket,n,pit_ks_statistic,pit_ks_pvalue,mean_pred,mean_actual,mean_error,mean_pred_variance,actual_variance,variance_error,mean_p0_pred,actual_p0_rate,p0_error,mean_nll,mean_rps,gate_pass
ra,inactive_risk,1237,0.3851636216653195,1.261760696731722e-165,2.6015611560226355,4.8965238480194015,-2.294962691996766,12.200552758316494,22.76859745557517,-10.568044697258674,0.41658617623282135,0.1746160064672595,0.24197016976556185,2.7581044097328196,2.395289331921989,False
ra,rotation,4772,0.1738113998323555,1.521867791398282e-126,5.352159178541492,5.755658005029338,-0.4034988264878461,15.264383845277662,13.383297827716722,1.8810860175609392,0.08042736797988265,0.03290025146689019,0.047527116512992455,2.5709629968182837,1.8091774798606455,False
ra,starter,3369,0.15893990798456525,8.234434099064451e-75,9.888617008014249,10.284357376075986,-0.3957403680617375,26.983547428664295,23.859776085995605,3.1237713426686895,0.014719590382902938,0.0011872959335114278,0.01353229444939151,2.827494495453433,2.212321887422084,False
stl,bench,3286,0.41791895575630356,0.0,0.6214774710177476,0.503043213633597,0.11843425738415059,1.6784621049460537,0.6699542202871771,1.0085078846588766,0.650262448711533,0.6475958612294583,0.0026665874820747115,1.6336263294317697,0.3638314941349927,False
stl,core,5248,0.2547474986112359,9.944355823885139e-301,1.0672981461879805,0.9260670731707317,0.1412310730172488,2.497532358763707,1.082567458915824,1.4149648998478828,0.4438545478652083,0.4296875,0.014167047865208282,2.212709650922781,0.5377374233325111,False
stl,fringe,1296,0.5269065337012814,0.0,0.4248062723849251,0.29475308641975306,0.130053185965172,1.239642887909265,0.39151567977442453,0.8481272081348403,0.7524768733840029,0.7739197530864198,-0.021442879702416873,1.0891542824385325,0.24689066527022352,False
stl,inactive_risk,1237,0.4114387760898155,6.06520375998724e-190,0.7030307250524237,0.5448666127728375,0.15816411227958616,1.7712114370828658,0.737881894091437,1.0333295429914289,0.6237138566933946,0.6273241713823767,-0.003610314688982097,1.1136652838678152,0.340458455835888,False
stl,rotation,4772,0.32677203624812523,0.0,0.871041093496527,0.7493713327745181,0.12166976072200897,2.1811809730760348,0.9204208118185924,1.2607601612574424,0.5296375933096105,0.508382229673093,0.021255363636517477,1.9356163931439156,0.4714025458135202,False
stl,starter,3369,0.2375727000585981,8.80011787755435e-168,1.2394401380466329,1.1172454734342534,0.12219466461237949,2.728687083407182,1.2753600587692104,1.4533270246379715,0.3794248272683174,0.358860195903829,0.020564631364488384,2.5051809067800184,0.6100438091605267,False
stocks,bench,6572,0.2939646733042403,0.0,0.981162577459269,0.8271454656116859,0.15401711184758315,2.745048445584216,1.2135784006291654,1.5314700449550505,0.5274239756044912,0.5133901399878271,0.014033835616664048,2.262098959235588,0.5368030089078994,False
stocks,core,10496,0.18782027439024385,0.0,1.665220080428189,1.4717987804878048,0.19342129994038415,4.110250802173706,2.0035873131692443,2.1066634890044615,0.31362056302940683,0.28353658536585363,0.030083977663553196,2.737901886445558,0.7474985226292961,False
stocks,fringe,2592,0.4194735402609809,0.0,0.6741241250320834,0.4861111111111111,0.1880130139209723,2.0159934972425155,0.8053626543209876,1.2106308429215278,0.6473263612723317,0.6859567901234568,-0.03863042885112511,1.525653513797369,0.37276024845449185,False
stocks,inactive_risk,2474,0.3356343307354555,4.951998667830264e-249,1.1150785804144774,0.9062247372675829,0.20885384314689448,2.9434846666946,1.4867599591940497,1.4567247075005505,0.5039399738184235,0.4987873888439774,0.005152584974446095,1.4429677540838368,0.49474508607862727,False
stocks,rotation,9544,0.23468136465515294,0.0,1.3669384927789263,1.2078792958927074,0.15905919688621895,3.580317802803235,1.6671801631337877,1.9131376396694473,0.3940357658347514,0.3623218776194468,0.03171388821530463,2.4390108636397065,0.6561527927002878,False
stocks,starter,6738,0.18632727812407257,2.9369758699048876e-205,1.9004641567342875,1.6951617690709408,0.20530238766334663,4.523166157062616,2.0747792035725308,2.4483869534900853,0.26130684751627115,0.22439893143365983,0.03690791608261132,3.053454871543193,0.8078970566046482,False
