stat,role_bucket,n_rows,n_dates,market_logloss,model_logloss,delta_logloss,bootstrap_upper_logloss_delta,market_brier,model_brier,delta_brier,bootstrap_upper_brier_delta,calibration_pass,model_better_calibrated,dominant_failure_mode,worst_20_rows_path,recommended_repair_family
ast,rotation,776,16,0.6513539722823196,0.7201502145626598,0.0687962422803402,0.0891642918075278,0.2298740043791583,0.2616939034936998,0.0318198991145415,0.0413554319920208,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/ast__rotation__worst20.csv,F_market_residual_stacker
ast,core,2064,16,0.6659658507479521,0.7276461253596858,0.06168027461173364,0.0731732581256111,0.2371450441501201,0.2654035413975021,0.028258497247381997,0.0337144088021034,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/ast__core__worst20.csv,F_market_residual_stacker
ra,rotation,623,14,0.6699336748026795,0.7185467046735245,0.04861302987084504,0.0703218385194105,0.2393793930634491,0.2615906515248796,0.02221125846143049,0.0323769525255711,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/ra__rotation__worst20.csv,C_variance_temperature_repair
stl,starter,783,14,0.6676254794779872,0.7114594252999673,0.04383394582198008,0.0717163311520922,0.2373866421402979,0.2557342126106279,0.018347570470330005,0.03114571417837,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/stl__starter__worst20.csv,D_sparse_p0_tail_repair
reb,rotation,1483,16,0.6521695833916533,0.6935397558710649,0.04137017247941155,0.0521212980648043,0.2307305017056273,0.2504512246946879,0.01972072298906058,0.024864424235442,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/reb__rotation__worst20.csv,E_calibration_only_repair
pra,bench,448,14,0.6876377311794465,0.727269226891822,0.039631495712375564,0.0732615749896733,0.247213017462905,0.2614652629743303,0.014252245511425315,0.0280963564664713,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/pra__bench__worst20.csv,E_calibration_only_repair
pr,core,3259,14,0.6409248994091177,0.6789463681230686,0.03802146871395096,0.045523862934475,0.2253308009079176,0.2431016466381558,0.01777084573023821,0.0210769866839159,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/pr__core__worst20.csv,E_calibration_only_repair
pr,rotation,1288,14,0.6617781055575584,0.6989716857682783,0.037193580210719834,0.0505075062440388,0.2349546667808027,0.2514383077792653,0.016483640998462584,0.0226902397578549,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/pr__rotation__worst20.csv,E_calibration_only_repair
pra,rotation,1296,14,0.6899323396550979,0.7260532009275452,0.03612086127244729,0.051116783831464,0.2478083636450165,0.2641152704848929,0.01630690683987643,0.0233045928148975,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/pra__rotation__worst20.csv,E_calibration_only_repair
pra,core,3793,14,0.6533444572373978,0.6842887783563878,0.030944321118990037,0.0371750139899367,0.231093232045009,0.2455049491044779,0.014411717059468893,0.0169815240616412,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/pra__core__worst20.csv,E_calibration_only_repair
pa,core,2287,14,0.6490490939184468,0.6788915824402432,0.029842488521796384,0.0392782417169357,0.2291465272491156,0.2431025832427853,0.013956055993669697,0.0181681718548888,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/pa__core__worst20.csv,E_calibration_only_repair
pa,rotation,760,14,0.6796941015185862,0.7093815745442752,0.02968747302568897,0.0484072254347746,0.2432741821687343,0.2570125989572369,0.013738416788502572,0.0226083468376248,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/pa__rotation__worst20.csv,E_calibration_only_repair
pts,core,4922,16,0.6560838099622692,0.6842439100467348,0.028160100084465567,0.0330106235217948,0.2322936296923405,0.2456277292744571,0.01333409958211662,0.0156817623541059,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/pts__core__worst20.csv,E_calibration_only_repair
ra,core,1817,14,0.668394752698768,0.6920482980132329,0.02365354531446484,0.0337958309268819,0.2382973938476063,0.2495574044371908,0.011260010589584507,0.0160035575457013,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/ra__core__worst20.csv,E_calibration_only_repair
pr,bench,604,13,0.6687214948280358,0.6882936693234277,0.019572174495391947,0.0461487431409372,0.2384221945191025,0.2439878928187085,0.0055656982996060145,0.017204251389916,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/pr__bench__worst20.csv,E_calibration_only_repair
fg3m,core,2021,16,0.6435055053506005,0.6620972473213936,0.018591741970793163,0.0282530425787797,0.2265357164262367,0.2336074953150613,0.007071778888824598,0.0111122665343465,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/fg3m__core__worst20.csv,E_calibration_only_repair
reb,core,3154,16,0.6671569338803338,0.6805861436520741,0.013429209771740336,0.0202612598290427,0.2372721893191796,0.2438464272880997,0.006574237968920094,0.0095364170661534,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/reb__core__worst20.csv,E_calibration_only_repair
fg3m,rotation,1004,16,0.6342293988497353,0.6464888429751032,0.012259444125367946,0.0301764052093303,0.2218734632143678,0.22401775382049,0.002144290606122201,0.009261192930786,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/fg3m__rotation__worst20.csv,E_calibration_only_repair
ast,starter,2616,16,0.6564157246148198,0.6650010476891094,0.008585323074289608,0.0191389481157749,0.2323488852885035,0.2363532167006456,0.004004331412142098,0.009136627318343,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/ast__starter__worst20.csv,E_calibration_only_repair
pts,bench,1472,15,0.6674951680364185,0.6736752258369177,0.006180057800499239,0.0212791720843149,0.2378120954980651,0.2379753300875604,0.000163234589495298,0.0060878371058242,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/pts__bench__worst20.csv,E_calibration_only_repair
ra,starter,2175,14,0.6566145867203093,0.66169904142426,0.0050844547039506915,0.0167110809158064,0.2327190225031978,0.2341918918365045,0.0014728693333067033,0.0066693479468541,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/ra__starter__worst20.csv,E_calibration_only_repair
reb,starter,2828,16,0.6564207516277516,0.6611609345115084,0.004740182883756772,0.0129345896752629,0.2325966888087137,0.2351123930268522,0.002515704218138487,0.00656469913372,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/reb__starter__worst20.csv,E_calibration_only_repair
fg3m,starter,2289,16,0.6576844070892998,0.6623952529385049,0.004710845849205114,0.0112662046207737,0.2333485991863682,0.2362425054837705,0.002893906297402299,0.0059008695864785,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/fg3m__starter__worst20.csv,E_calibration_only_repair
pts,rotation,2328,16,0.6698355216339096,0.6743097701771102,0.004474248543200665,0.0136896174799044,0.2388366870544251,0.2402008093047769,0.001364122250351818,0.005677864090074,False,False,mean_delta_not_negative,artifacts/model_diagnostics/m8_9_remaining_failures_20260514T050057Z/worst_rows/pts__rotation__worst20.csv,E_calibration_only_repair
