player_id,player_name,game_id,game,team_id,stat,side,line,odds,over_odds,under_odds,bet_vendor,model_prob,model_prob_raw,model_prob_cal,cal_source,market_prob,raw_edge,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,min_ev_applied,cal_type,cal_applied,is_sparse,pmf,fair_odds_over,fair_odds_under,pmf_median,edge_over,edge_under,line_vs_median,mkt_true_over,mkt_true_under,model_over_prob,model_under_prob
17553995,Austin Reaves,21681996,Los Angeles Lakers @ Houston Rockets,14,pts,UNDER,23.5,-118,-105,-118,betmgm,0.7557,0.7557,0.7557,pmf_cal,0.5138,0.2419,0.396,0.07,18.0,"{""0.1"": 7.0, ""0.2"": 11.0, ""0.25"": 12.0, ""0.33"": 14.0, ""0.4"": 16.0, ""0.5"": 18.0, ""0.6"": 20.0, ""0.67"": 21.0, ""0.75"": 23.0, ""0.8"": 25.0, ""0.9"": 29.0}",0,3,0.0635,pmf_cal,True,False,"{""0"": 0.0108, ""1"": 0.0114, ""2"": 0.0087, ""3"": 0.0116, ""4"": 0.0108, ""5"": 0.0137, ""6"": 0.014, ""7"": 0.0245, ""8"": 0.0268, ""9"": 0.0248, ""10"": 0.0263, ""11"": 0.0364, ""12"": 0.0393, ""13"": 0.0454, ""14"": 0.0402, ""15"": 0.0476, ""16"": 0.049, ""17"": 0.0511, ""18"": 0.052, ""19"": 0.0427, ""20"": 0.0498, ""21"": 0.0417, ""22"": 0.0436, ""23"": 0.0335, ""24"": 0.0324, ""25"": 0.0271, ""26"": 0.0267, ""27"": 0.0285, ""28"": 0.0198, ""29"": 0.0198, ""30"": 0.0149, ""31"": 0.0166, ""32"": 0.0127, ""33"": 0.0082, ""34"": 0.0075, ""35"": 0.0072, ""36"": 0.0074, ""37"": 0.0038, ""38"": 0.0023, ""39"": 0.0024, ""40"": 0.0019, ""43"": 0.0012, ""51"": 0.0014, ""80"": 0.0014}",309,-309,18,-0.2419,0.2419,5.5,0.4862,0.5138,,
17553995,Austin Reaves,21681996,Los Angeles Lakers @ Houston Rockets,14,reb,UNDER,3.5,120,-135,120,draftkings,0.617,0.617,0.617,pmf_cal,0.4417,0.1753,0.3574,0.045,3.0,"{""0.1"": 1.0, ""0.2"": 1.0, ""0.25"": 2.0, ""0.33"": 2.0, ""0.4"": 2.0, ""0.5"": 3.0, ""0.6"": 3.0, ""0.67"": 4.0, ""0.75"": 4.0, ""0.8"": 5.0, ""0.9"": 6.0}",0,3,0.039,pmf_cal,True,False,"{""0"": 0.0681, ""1"": 0.1501, ""2"": 0.2067, ""3"": 0.1921, ""4"": 0.1453, ""5"": 0.1094, ""6"": 0.0655, ""7"": 0.0285, ""8"": 0.0153, ""9"": 0.0105, ""10"": 0.0045, ""11"": 0.0017}",161,-161,3,-0.1753,0.1753,0.5,0.5583,0.4417,,
17553995,Austin Reaves,21681996,Los Angeles Lakers @ Houston Rockets,14,ast,UNDER,5.5,104,-120,104,betparx,0.7236,0.7236,0.7236,pmf_cal,0.4733,0.2503,0.4762,0.069,4.0,"{""0.1"": 1.0, ""0.2"": 2.0, ""0.25"": 2.0, ""0.33"": 3.0, ""0.4"": 3.0, ""0.5"": 4.0, ""0.6"": 5.0, ""0.67"": 5.0, ""0.75"": 6.0, ""0.8"": 6.0, ""0.9"": 7.0}",0,3,0.0457,pmf_cal,True,False,"{""0"": 0.056, ""1"": 0.0914, ""2"": 0.1209, ""3"": 0.1603, ""4"": 0.155, ""5"": 0.14, ""6"": 0.1102, ""7"": 0.0679, ""8"": 0.0459, ""9"": 0.0237, ""10"": 0.0142, ""11"": 0.0077, ""12"": 0.0027, ""13"": 0.0021}",262,-262,4,-0.2503,0.2503,1.5,0.5267,0.4733,,
17553995,Austin Reaves,21681996,Los Angeles Lakers @ Houston Rockets,14,blk,OVER,0.5,100,100,-129,betmgm,0.6135,0.6135,0.6135,pmf,0.4702,0.1432,0.2269,0.034,1.0,"{""0.1"": 0.0, ""0.2"": 0.0, ""0.25"": 0.0, ""0.33"": 0.0, ""0.4"": 1.0, ""0.5"": 1.0, ""0.6"": 1.0, ""0.67"": 1.0, ""0.75"": 1.0, ""0.8"": 2.0, ""0.9"": 2.0}",0,3,0.0733,pmf_raw,False,True,"{""0"": 0.3865, ""1"": 0.3975, ""2"": 0.1595, ""3"": 0.0077, ""4"": 0.0071, ""5"": 0.0061, ""6"": 0.0067, ""7"": 0.006, ""8"": 0.008, ""9"": 0.0072, ""10"": 0.0077}",-159,159,1,0.1433,-0.1433,-0.5,0.4702,0.5298,,
140,Kevin Durant,21681996,Los Angeles Lakers @ Houston Rockets,11,reb,OVER,3.5,-110,-110,-121,caesars,0.6455,0.6455,0.6455,pmf_cal,0.4889,0.1566,0.2323,0.038,4.0,"{""0.1"": 1.0, ""0.2"": 2.0, ""0.25"": 3.0, ""0.33"": 3.0, ""0.4"": 4.0, ""0.5"": 4.0, ""0.6"": 5.0, ""0.67"": 6.0, ""0.75"": 6.0, ""0.8"": 7.0, ""0.9"": 8.0}",0,3,0.0813,pmf_cal,True,False,"{""0"": 0.0343, ""1"": 0.0674, ""2"": 0.1083, ""3"": 0.1445, ""4"": 0.1635, ""5"": 0.1463, ""6"": 0.1136, ""7"": 0.0868, ""8"": 0.0579, ""9"": 0.0371, ""10"": 0.0216, ""11"": 0.0097, ""12"": 0.0042, ""13"": 0.0018, ""14"": 0.0013}",-182,182,4,0.1566,-0.1566,-0.5,0.4889,0.5111,,
237,LeBron James,21681996,Los Angeles Lakers @ Houston Rockets,14,pts,UNDER,22.5,-115,-105,-115,draftkings,0.5696,0.5696,0.5696,pmf_cal,0.5108,0.0587,0.0649,0.011,21.0,"{""0.1"": 9.0, ""0.2"": 14.0, ""0.25"": 15.0, ""0.33"": 17.0, ""0.4"": 19.0, ""0.5"": 21.0, ""0.6"": 23.0, ""0.67"": 25.0, ""0.75"": 27.0, ""0.8"": 28.0, ""0.9"": 32.0}",0,3,0.0571,pmf_cal,True,False,"{""0"": 0.009, ""1"": 0.0086, ""2"": 0.0078, ""3"": 0.0108, ""4"": 0.0066, ""5"": 0.0091, ""6"": 0.0098, ""7"": 0.012, ""8"": 0.0162, ""9"": 0.0172, ""10"": 0.018, ""11"": 0.0209, ""12"": 0.0206, ""13"": 0.0256, ""14"": 0.0309, ""15"": 0.0368, ""16"": 0.0396, ""17"": 0.0426, ""18"": 0.0456, ""19"": 0.041, ""20"": 0.0441, ""21"": 0.0503, ""22"": 0.0464, ""23"": 0.0474, ""24"": 0.0464, ""25"": 0.0435, ""26"": 0.0338, ""27"": 0.0352, ""28"": 0.0332, ""29"": 0.0316, ""30"": 0.0286, ""31"": 0.0248, ""32"": 0.0191, ""33"": 0.0175, ""34"": 0.0154, ""35"": 0.0142, ""36"": 0.007, ""37"": 0.0067, ""38"": 0.0068, ""39"": 0.0044, ""40"": 0.0036, ""41"": 0.0029, ""42"": 0.0033, ""45"": 0.0012, ""55"": 0.0014, ""80"": 0.0014}",132,-132,21,-0.0588,0.0588,1.5,0.4892,0.5108,,
237,LeBron James,21681996,Los Angeles Lakers @ Houston Rockets,14,reb,UNDER,6.5,114,-137,114,caesars,0.5772,0.5772,0.5772,pmf_cal,0.447,0.1302,0.2353,0.031,6.0,"{""0.1"": 2.0, ""0.2"": 4.0, ""0.25"": 4.0, ""0.33"": 5.0, ""0.4"": 5.0, ""0.5"": 6.0, ""0.6"": 7.0, ""0.67"": 7.0, ""0.75"": 8.0, ""0.8"": 9.0, ""0.9"": 10.0}",0,3,0.0553,pmf_cal,True,False,"{""0"": 0.0206, ""1"": 0.0335, ""2"": 0.0552, ""3"": 0.0851, ""4"": 0.1114, ""5"": 0.1293, ""6"": 0.142, ""7"": 0.1022, ""8"": 0.0954, ""9"": 0.0702, ""10"": 0.0555, ""11"": 0.0386, ""12"": 0.0254, ""13"": 0.0155, ""14"": 0.0096, ""15"": 0.0055, ""16"": 0.0011, ""17"": 0.0011, ""18"": 0.0014}",137,-137,6,-0.1302,0.1302,0.5,0.553,0.447,,
237,LeBron James,21681996,Los Angeles Lakers @ Houston Rockets,14,ast,UNDER,7.5,108,-135,108,betmgm,0.5626,0.5626,0.5626,pmf_cal,0.4556,0.1069,0.1701,0.024,7.0,"{""0.1"": 3.0, ""0.2"": 4.0, ""0.25"": 5.0, ""0.33"": 6.0, ""0.4"": 6.0, ""0.5"": 7.0, ""0.6"": 8.0, ""0.67"": 8.0, ""0.75"": 9.0, ""0.8"": 10.0, ""0.9"": 11.0}",0,3,0.0652,pmf_cal,True,False,"{""0"": 0.0212, ""1"": 0.0204, ""2"": 0.0356, ""3"": 0.0545, ""4"": 0.0741, ""5"": 0.0998, ""6"": 0.1223, ""7"": 0.1346, ""8"": 0.1174, ""9"": 0.1077, ""10"": 0.0775, ""11"": 0.0546, ""12"": 0.0346, ""13"": 0.0224, ""14"": 0.0109, ""15"": 0.0057, ""16"": 0.0021, ""17"": 0.0019, ""18"": 0.0012}",129,-129,7,-0.107,0.107,0.5,0.5444,0.4556,,
237,LeBron James,21681996,Los Angeles Lakers @ Houston Rockets,14,blk,OVER,0.5,-127,-127,-105,betparx,0.674,0.674,0.674,pmf,0.5221,0.152,0.2047,0.039,1.0,"{""0.1"": 0.0, ""0.2"": 0.0, ""0.25"": 0.0, ""0.33"": 1.0, ""0.4"": 1.0, ""0.5"": 1.0, ""0.6"": 1.0, ""0.67"": 1.0, ""0.75"": 2.0, ""0.8"": 2.0, ""0.9"": 2.0}",0,3,0.0817,pmf_raw,False,True,"{""0"": 0.326, ""1"": 0.3994, ""2"": 0.2113, ""3"": 0.0062, ""4"": 0.0089, ""5"": 0.0084, ""6"": 0.0067, ""7"": 0.0076, ""8"": 0.0088, ""9"": 0.0081, ""10"": 0.0086}",-207,207,1,0.1519,-0.1519,-0.5,0.5221,0.4779,,
666609,Rui Hachimura,21681996,Los Angeles Lakers @ Houston Rockets,14,pts,UNDER,11.5,102,-120,102,draftkings,0.5506,0.5506,0.5506,pmf_cal,0.4758,0.0748,0.1122,0.016,11.0,"{""0.1"": 3.0, ""0.2"": 6.0, ""0.25"": 7.0, ""0.33"": 8.0, ""0.4"": 9.0, ""0.5"": 11.0, ""0.6"": 12.0, ""0.67"": 13.0, ""0.75"": 15.0, ""0.8"": 17.0, ""0.9"": 20.0}",0,3,0.0505,pmf_cal,True,False,"{""0"": 0.0203, ""1"": 0.0219, ""2"": 0.0246, ""3"": 0.037, ""4"": 0.0432, ""5"": 0.0456, ""6"": 0.0441, ""7"": 0.0528, ""8"": 0.0622, ""9"": 0.0657, ""10"": 0.0661, ""11"": 0.0672, ""12"": 0.0606, ""13"": 0.059, ""14"": 0.048, ""15"": 0.0388, ""16"": 0.0372, ""17"": 0.0329, ""18"": 0.0331, ""19"": 0.0271, ""20"": 0.0224, ""21"": 0.0189, ""22"": 0.016, ""23"": 0.012, ""24"": 0.01, ""25"": 0.0068, ""26"": 0.0072, ""27"": 0.0039, ""28"": 0.0043, ""29"": 0.002, ""30"": 0.0023, ""31"": 0.0024, ""33"": 0.0013, ""42"": 0.0014, ""80"": 0.0014}",123,-123,11,-0.0748,0.0748,0.5,0.5242,0.4758,,
666609,Rui Hachimura,21681996,Los Angeles Lakers @ Houston Rockets,14,reb,UNDER,3.5,105,-120,105,fanduel,0.5593,0.5593,0.5593,pmf_cal,0.4721,0.0872,0.1467,0.021,3.0,"{""0.1"": 1.0, ""0.2"": 2.0, ""0.25"": 2.0, ""0.33"": 2.0, ""0.4"": 3.0, ""0.5"": 3.0, ""0.6"": 4.0, ""0.67"": 4.0, ""0.75"": 5.0, ""0.8"": 5.0, ""0.9"": 7.0}",0,3,0.0433,pmf_cal,True,False,"{""0"": 0.0706, ""1"": 0.1248, ""2"": 0.1745, ""3"": 0.1894, ""4"": 0.1468, ""5"": 0.1014, ""6"": 0.0788, ""7"": 0.0545, ""8"": 0.0295, ""9"": 0.0142, ""10"": 0.0078, ""11"": 0.0036, ""12"": 0.0022}",127,-127,3,-0.0872,0.0872,0.5,0.5279,0.4721,,
38017684,Jabari Smith Jr.,21681996,Los Angeles Lakers @ Houston Rockets,11,pts,UNDER,17.5,100,-109,100,betparx,0.5853,0.5853,0.5853,pmf_cal,0.4895,0.0959,0.1707,0.026,16.0,"{""0.1"": 6.0, ""0.2"": 9.0, ""0.25"": 11.0, ""0.33"": 12.0, ""0.4"": 13.0, ""0.5"": 16.0, ""0.6"": 18.0, ""0.67"": 20.0, ""0.75"": 22.0, ""0.8"": 23.0, ""0.9"": 27.0}",0,3,0.0315,pmf_cal,True,False,"{""0"": 0.0124, ""1"": 0.0127, ""2"": 0.013, ""3"": 0.014, ""4"": 0.0136, ""5"": 0.0187, ""6"": 0.0268, ""7"": 0.0306, ""8"": 0.0272, ""9"": 0.0315, ""10"": 0.0443, ""11"": 0.0512, ""12"": 0.0505, ""13"": 0.056, ""14"": 0.0515, ""15"": 0.0422, ""16"": 0.0443, ""17"": 0.0449, ""18"": 0.0465, ""19"": 0.0345, ""20"": 0.0441, ""21"": 0.0368, ""22"": 0.035, ""23"": 0.0307, ""24"": 0.0286, ""25"": 0.0248, ""26"": 0.0227, ""27"": 0.0228, ""28"": 0.0159, ""29"": 0.0122, ""30"": 0.0116, ""31"": 0.0097, ""32"": 0.0088, ""33"": 0.0076, ""34"": 0.0051, ""35"": 0.0048, ""36"": 0.0024, ""38"": 0.0022, ""39"": 0.0023, ""42"": 0.0013, ""47"": 0.0014, ""80"": 0.0014}",141,-141,16,-0.0958,0.0958,1.5,0.5105,0.4895,,
38017684,Jabari Smith Jr.,21681996,Los Angeles Lakers @ Houston Rockets,11,reb,UNDER,7.5,-130,114,-130,fanduel,0.6835,0.6835,0.6835,pmf_cal,0.5474,0.1361,0.2094,0.041,6.0,"{""0.1"": 3.0, ""0.2"": 4.0, ""0.25"": 4.0, ""0.33"": 5.0, ""0.4"": 5.0, ""0.5"": 6.0, ""0.6"": 7.0, ""0.67"": 7.0, ""0.75"": 8.0, ""0.8"": 9.0, ""0.9"": 10.0}",0,3,0.0425,pmf_cal,True,False,"{""0"": 0.0185, ""1"": 0.0297, ""2"": 0.0504, ""3"": 0.0859, ""4"": 0.1182, ""5"": 0.1334, ""6"": 0.1375, ""7"": 0.11, ""8"": 0.0967, ""9"": 0.0698, ""10"": 0.0573, ""11"": 0.0372, ""12"": 0.0222, ""13"": 0.0127, ""14"": 0.0094, ""15"": 0.0059, ""16"": 0.0017, ""17"": 0.0019}",216,-216,6,-0.1361,0.1361,1.5,0.4526,0.5474,,
38017684,Jabari Smith Jr.,21681996,Los Angeles Lakers @ Houston Rockets,11,fg3m,UNDER,2.5,120,-108,120,betparx,0.6137,0.6137,0.6137,pmf_cal,0.4668,0.1469,0.3502,0.044,2.0,"{""0.1"": 1.0, ""0.2"": 1.0, ""0.25"": 1.0, ""0.33"": 1.0, ""0.4"": 2.0, ""0.5"": 2.0, ""0.6"": 2.0, ""0.67"": 3.0, ""0.75"": 3.0, ""0.8"": 4.0, ""0.9"": 4.0}",0,3,0.025,pmf_cal,True,False,"{""0"": 0.0952, ""1"": 0.2554, ""2"": 0.2631, ""3"": 0.1859, ""4"": 0.1029, ""5"": 0.0412, ""6"": 0.0329, ""15"": 0.0233}",159,-159,2,-0.1469,0.1469,0.5,0.5332,0.4668,,
38017684,Jabari Smith Jr.,21681996,Los Angeles Lakers @ Houston Rockets,11,blk,UNDER,0.5,130,-155,130,betparx,0.6738,0.6738,0.6738,pmf,0.417,0.2568,0.5498,0.063,0.0,"{""0.1"": 0.0, ""0.2"": 0.0, ""0.25"": 0.0, ""0.33"": 0.0, ""0.4"": 0.0, ""0.5"": 0.0, ""0.6"": 0.0, ""0.67"": 0.0, ""0.75"": 1.0, ""0.8"": 1.0, ""0.9"": 2.0}",0,3,0.0526,pmf_raw,False,True,"{""0"": 0.6738, ""1"": 0.2096, ""2"": 0.087, ""3"": 0.0042, ""4"": 0.0039, ""5"": 0.0033, ""6"": 0.0032, ""7"": 0.003, ""8"": 0.0045, ""9"": 0.0035, ""10"": 0.004}",207,-207,0,-0.2568,0.2568,0.5,0.583,0.417,,
22,Deandre Ayton,21681996,Los Angeles Lakers @ Houston Rockets,14,pts,UNDER,11.5,-101,-121,-101,betparx,0.6121,0.6121,0.6121,pmf_cal,0.4786,0.1336,0.2182,0.033,10.0,"{""0.1"": 3.0, ""0.2"": 5.0, ""0.25"": 6.0, ""0.33"": 7.0, ""0.4"": 8.0, ""0.5"": 10.0, ""0.6"": 11.0, ""0.67"": 12.0, ""0.75"": 14.0, ""0.8"": 15.0, ""0.9"": 19.0}",0,2,0.06,pmf_cal,True,False,"{""0"": 0.0246, ""1"": 0.0231, ""2"": 0.0305, ""3"": 0.0344, ""4"": 0.0496, ""5"": 0.0562, ""6"": 0.0583, ""7"": 0.0645, ""8"": 0.0613, ""9"": 0.0726, ""10"": 0.0701, ""11"": 0.0669, ""12"": 0.0638, ""13"": 0.0541, ""14"": 0.0385, ""15"": 0.0336, ""16"": 0.0314, ""17"": 0.0288, ""18"": 0.0221, ""19"": 0.0249, ""20"": 0.0198, ""21"": 0.0133, ""22"": 0.014, ""23"": 0.0099, ""24"": 0.006, ""25"": 0.0084, ""26"": 0.0043, ""27"": 0.0035, ""28"": 0.0021, ""29"": 0.0024, ""30"": 0.0019, ""33"": 0.0013, ""44"": 0.0014, ""80"": 0.0014}",158,-158,10,-0.1335,0.1335,1.5,0.5214,0.4786,,
