stat,role_bucket,n,raw_model_logloss,active_model_logloss,market_logloss,raw_model_brier,active_model_brier,market_brier,delta_logloss_active_vs_market,delta_brier_active_vs_market,event_neutral_applied_count,pmf_mean_shift_applied_count,mean_bias_before,mean_bias_after,calibration_pass,model_better_calibrated,market_superiority_pass,bootstrap_ci_pass,strict_claimable,remaining_primary_blocker,remaining_secondary_blockers,next_repair_family,do_not_claim_reason,market_superiority_eligible,ledger_dominant_failure
pr,core,3259,0.7143927235329872,0.6789463681230686,0.6409248994091177,0.2566018918610003,0.24310164663815587,0.22533080090791766,0.03802146871395096,0.01777084573023821,3259,0,-3.102356259588829,-3.102356259588829,False,False,False,False,False,bootstrap_ci_not_better,mean_delta_not_negative|bootstrap_ci_not_better,needs_more_data_or_more_stable_edges,market_superiority_fail|calibration_fail|bootstrap_math_fail|mean_delta_math_fail,True,model_prob_too_high_or_overconfident_side
pr,fringe,56,0.365318835992552,0.365318835992552,0.6791881052838245,0.10971954383928571,0.10971954383928571,0.24269513303126944,-0.31386926929127246,-0.1329755891919837,0,0,-1.7738946428571414,-1.7738946428571414,False,False,False,True,False,low_market_coverage,nan,no_repair_allowed_without_feature_model_work,market_superiority_fail|calibration_fail,False,insufficient_scored_rows
pr,inactive_risk,69,1.497015084810072,1.497015084810072,0.6942312899997547,0.5431018368840579,0.5431018368840579,0.24866751749226054,0.8027837948103174,0.2944343193917973,0,0,-18.837424637681163,-18.837424637681163,False,False,False,True,False,low_market_coverage,nan,no_repair_allowed_without_feature_model_work,market_superiority_fail|calibration_fail,False,insufficient_scored_rows
pr,rotation,1288,0.7021534783282068,0.6989716857682783,0.6617781055575584,0.2526085181075311,0.25143830777926535,0.2349546667808027,0.037193580210719834,0.01648364099846264,1288,0,-1.647104192546582,-1.647104192546582,False,False,False,False,False,bootstrap_ci_not_better,mean_delta_not_negative|bootstrap_ci_not_better,needs_more_data_or_more_stable_edges,market_superiority_fail|calibration_fail|bootstrap_math_fail|mean_delta_math_fail,True,model_prob_too_high_or_overconfident_side
pr,starter,3372,0.6283765288413792,0.6234668785415867,0.624004813266453,0.21823219799006524,0.21578694227313405,0.21790820505654704,-0.0005379347248662958,-0.002121262783412986,0,3372,-2.969919350533805,-2.0344219371292986,False,False,True,False,False,bootstrap_ci_not_better,mean_delta_not_negative|bootstrap_ci_not_better,needs_more_data_or_more_stable_edges,calibration_fail|bootstrap_math_fail,True,mean_too_low
pr,unknown,0,,,,,,,,,0,0,,,False,False,False,True,False,low_market_coverage,nan,no_repair_allowed_without_feature_model_work,market_superiority_fail|calibration_fail,False,insufficient_scored_rows
ra,nan,0,,,,,,,,,0,0,,,False,False,False,True,False,low_market_coverage,,no_repair_allowed_without_feature_model_work,market_superiority_fail|calibration_fail,False,
ra,bench,103,0.9141254597033639,0.9141254597033639,0.6872773336351746,0.3402642081796118,0.3402642081796118,0.24565358489583206,0.22684812606818927,0.09461062328377973,103,0,-1.7202179611650483,-1.7202179611650483,False,False,False,False,False,bootstrap_ci_not_better,mean_delta_not_negative|bootstrap_ci_not_better,needs_more_data_or_more_stable_edges,market_superiority_fail|calibration_fail|bootstrap_math_fail|mean_delta_math_fail,True,model_prob_too_high_or_overconfident_side
ra,core,1817,0.7121823642207394,0.6920482980132329,0.668394752698768,0.2578953748059989,0.24955740443719082,0.2382973938476063,0.02365354531446484,0.011260010589584535,1817,0,-1.7463206108970826,-1.7463206108970826,False,False,False,False,False,bootstrap_ci_not_better,mean_delta_not_negative|bootstrap_ci_not_better,needs_more_data_or_more_stable_edges,market_superiority_fail|calibration_fail|bootstrap_math_fail|mean_delta_math_fail,True,model_prob_too_high_or_overconfident_side
ra,fringe,29,0.8164487624152189,0.8164487624152189,0.664035208231793,0.29626892741379307,0.29626892741379307,0.23674800904362633,0.15241355418342595,0.05952091837016674,0,0,-1.2932827586206892,-1.2932827586206892,False,False,False,True,False,low_market_coverage,nan,no_repair_allowed_without_feature_model_work,market_superiority_fail|calibration_fail,False,insufficient_scored_rows
ra,inactive_risk,46,0.8199607814836789,0.8199607814836789,0.6560751397150848,0.2927876617934783,0.2927876617934783,0.2333915373532918,0.1638856417685941,0.05939612444018652,0,0,-3.2116402173913046,-3.2116402173913046,False,False,False,True,False,low_market_coverage,nan,no_repair_allowed_without_feature_model_work,market_superiority_fail|calibration_fail,False,insufficient_scored_rows
ra,rotation,623,0.7185467046735245,0.7185467046735245,0.6699336748026795,0.26159065152487965,0.26159065152487965,0.23937939306344916,0.04861302987084504,0.02221125846143049,623,0,-1.119193579454253,-1.119193579454253,False,False,False,False,False,bootstrap_ci_not_better,mean_delta_not_negative|bootstrap_ci_not_better,needs_more_data_or_more_stable_edges,market_superiority_fail|calibration_fail|bootstrap_math_fail|mean_delta_math_fail,True,model_prob_too_high_or_overconfident_side
ra,starter,2175,0.6655792755041507,0.66169904142426,0.6566145867203093,0.23594294492413792,0.2341918918365045,0.23271902250319784,0.0050844547039506915,0.0014728693333066478,0,2175,-0.9897597931034474,-0.4772597931034486,False,False,False,False,False,bootstrap_ci_not_better,mean_delta_not_negative|bootstrap_ci_not_better,needs_more_data_or_more_stable_edges,market_superiority_fail|calibration_fail|bootstrap_math_fail|mean_delta_math_fail,True,mean_too_low
ra,unknown,0,,,,,,,,,0,0,,,False,False,False,True,False,low_market_coverage,nan,no_repair_allowed_without_feature_model_work,market_superiority_fail|calibration_fail,False,insufficient_scored_rows
pra,nan,0,,,,,,,,,0,0,,,False,False,False,True,False,low_market_coverage,,no_repair_allowed_without_feature_model_work,market_superiority_fail|calibration_fail,False,
pra,bench,448,0.7272692268918222,0.727269226891822,0.6876377311794465,0.2614652629743303,0.2614652629743303,0.247213017462905,0.039631495712375564,0.014252245511425315,448,0,-0.7135691964285708,-0.7135691964285708,False,False,False,False,False,bootstrap_ci_not_better,mean_delta_not_negative|bootstrap_ci_not_better,needs_more_data_or_more_stable_edges,market_superiority_fail|calibration_fail|bootstrap_math_fail|mean_delta_math_fail,True,model_prob_too_high_or_overconfident_side
pra,core,3793,0.7354680281881854,0.6842887783563878,0.6533444572373978,0.26607782271223307,0.24550494910447793,0.23109323204500906,0.030944321118990037,0.014411717059468865,3793,0,-3.6879423938834663,-3.6879423938834663,False,False,False,False,False,bootstrap_ci_not_better,mean_delta_not_negative|bootstrap_ci_not_better,needs_more_data_or_more_stable_edges,market_superiority_fail|calibration_fail|bootstrap_math_fail|mean_delta_math_fail,True,model_prob_too_high_or_overconfident_side
pra,fringe,55,0.22584796096085405,0.22584796096085405,0.7375952516525198,0.056830435954545455,0.056830435954545455,0.2698324071153322,-0.5117472906916658,-0.21300197116078673,0,0,-0.4796827272727255,-0.4796827272727255,False,False,False,True,False,low_market_coverage,nan,no_repair_allowed_without_feature_model_work,market_superiority_fail|calibration_fail,False,insufficient_scored_rows
pra,inactive_risk,91,1.118689113959267,1.118689113959267,0.6605895391473033,0.4098163311813185,0.4098163311813185,0.23569417366874784,0.4580995748119636,0.17412215751257065,0,0,-18.21485274725275,-18.21485274725275,False,False,False,True,False,low_market_coverage,nan,no_repair_allowed_without_feature_model_work,market_superiority_fail|calibration_fail,False,insufficient_scored_rows
pra,rotation,1295,0.7305716817422744,0.7260532009275452,0.6899323396550979,0.2658385543667954,0.26411527048489297,0.24780836364501652,0.03612086127244729,0.016306906839876456,1296,0,-1.6355494208494186,-1.6355494208494186,False,False,False,False,False,bootstrap_ci_not_better,mean_delta_not_negative|bootstrap_ci_not_better,needs_more_data_or_more_stable_edges,market_superiority_fail|calibration_fail|bootstrap_math_fail|mean_delta_math_fail,True,model_prob_too_high_or_overconfident_side
pra,starter,4551,0.644000821065397,0.644000821065397,0.6451845023930908,0.2240755091424962,0.2240755091424962,0.22746409809596999,-0.001183681327693753,-0.003388588953473798,0,0,-3.3850465282355473,-3.3850465282355473,False,False,True,False,False,bootstrap_ci_not_better,bootstrap_ci_not_better,needs_more_data_or_more_stable_edges,calibration_fail|bootstrap_math_fail,True,nan
pra,unknown,0,,,,,,,,,0,0,,,False,False,False,True,False,low_market_coverage,nan,no_repair_allowed_without_feature_model_work,market_superiority_fail|calibration_fail,False,insufficient_scored_rows
